token_type,token_address,receiver,amount,id
erc20,0x580A84C73811E1839F75d86d75d88cCa0c241fF4,0x329c54289Ff5D6B7b7daE13592C6B1EDA1543eD4,322.18,
erc20,0x580A84C73811E1839F75d86d75d88cCa0c241fF4,0xF24b73A328dF29cdde804aCF605B8722aD5030DA,591.4271521,
erc20,0x580A84C73811E1839F75d86d75d88cCa0c241fF4,0x8c0ad528b58b83b50206C81AD35631C02478039b,293.6961634,
erc20,0x580A84C73811E1839F75d86d75d88cCa0c241fF4,0x00dEcFEec5d6D9D77275CFdc1e447cF284Ae13e2,250.337212,
erc20,0x580A84C73811E1839F75d86d75d88cCa0c241fF4,0x8565faab405b06936014C8b6bD5Ab60376Cc051B,171.6552168,
erc20,0x580A84C73811E1839F75d86d75d88cCa0c241fF4,0x54008ab19ae9D2AB8b3751B3Be11Bb562aF1a578,141.9030764,
erc20,0x580A84C73811E1839F75d86d75d88cCa0c241fF4,0x0883090dA1AfEcbD88Cd18e5Df1A671A13cA8f77,120.2539508,
erc20,0x580A84C73811E1839F75d86d75d88cCa0c241fF4,0xd281F988242C900d67fF2aafABe683B8004Ee778,113.6864886,
erc20,0x580A84C73811E1839F75d86d75d88cCa0c241fF4,0xF981a33484E26Cab32963AA37618c4440Abf67cf,95.39429015,
erc20,0x580A84C73811E1839F75d86d75d88cCa0c241fF4,0xbA018D9d99714616BaBfA208d2fAA921fa0c2D28,93.56977551,
erc20,0x580A84C73811E1839F75d86d75d88cCa0c241fF4,0xe5Ae5AAc9A19Ec43aBdd161e95640A1cc12aE348,47.68211269,
erc20,0x580A84C73811E1839F75d86d75d88cCa0c241fF4,0x9824697F7c12CAbAda9b57842060931c48dEA969,69.19251318,
erc20,0x580A84C73811E1839F75d86d75d88cCa0c241fF4,0x59bdFB381CA2080D0D042903e776D3DCb548050A,67.19310649,
erc20,0x580A84C73811E1839F75d86d75d88cCa0c241fF4,0x451bD9Ca84bD43Ac0b86D400E0DBdA6BB8429D68,47.77805092,
erc20,0x580A84C73811E1839F75d86d75d88cCa0c241fF4,0xc5Df8672232f1C2b75310e4f2B80863721705a12,39.59514326,
erc20,0x580A84C73811E1839F75d86d75d88cCa0c241fF4,0x947ebecd725e07baC225363F328De957AA5819b3,34.93674515,
