Wallet,vGHST,vGHST VLT,Gotchis,Gotchi VLT,Total VLT
0x329c54289Ff5D6B7b7daE13592C6B1EDA1543eD4,455893.6499,804.2195623,32,40.50572821,844.7252905
0xd281F988242C900d67fF2aafABe683B8004Ee778,241592.9899,426.1823095,172,217.7182891,643.9005987
0x60eD33735C9C29ec2c26B8eC734e36D5B6fa1EAB,99231.29381,175.0490442,187,236.7053492,411.7543934
0x6994ba66FD6789044c4aD43786CC16840d099C8a,144035.431,254.0858188,92,116.4539686,370.5397874
0x7BFEe91193d9Df2Ac0bFe90191D40F23c773C060,177329.3574,312.8179966,1,1.265804006,314.0838006
0xC561C9b7035732B4EbDbAe6aC43D6a293aB53896,3031.439602,5.347613486,176,222.7815051,228.1291186
0x156E6C5a2Fac34bB2Fcf2Ac1bbAA0E75BDE3aC4F,16220.91259,28.61451399,150,189.870601,218.485115
0x9289e0156d908EDBfa616bc08f99b0AD77a55e05,0,0,150,189.870601,189.870601
0x60c4ae0EE854a20eA7796a9678090767679B30FC,2.985419278,0.005266431,144,182.2757769,182.2810434
0x4a39beD3F97ac8e4774b7407dE7090E7A1050A69,76384.70543,134.7465015,28,35.44251218,170.1890137
0xF17fAf9978B2F0087E6c78553Ede42D15abF76c5,47257.90038,83.36533745,65,82.27726042,165.6425979
0x6021DB23296793f8D1e9CdF710b29356DAD1f4A5,0,0,110,139.2384407,139.2384407
0x2848b9f2D4FaEBaA4838c41071684c70688B455d,55305.12905,97.56105769,29,36.70831619,134.2693739
0xC76b85Cd226518DAF2027081dEfF2Eac4Cc91a00,35507.77352,62.63751664,47,59.49278831,122.1303049
0x795f50722Cf5ad82F78Dda8dC8F7B235332977C3,1165.568709,2.056122425,90,113.9223606,115.978483
0xc0AFEF712a1341cA78dA145B2AFAd346E8C3574F,37899.30327,66.85629663,24,30.37929616,97.23559278
0xD98695E2FCE07e908c9F523387b1b1f8Eb9d41EC,26087.64656,46.01993404,40,50.63216026,96.6520943
0x5e672Fe3264aB1947177AAca2aDD08a537c31c75,52674.90169,92.921203,0,0,92.921203
0x2f2B6FcD1050eF4f406f314897D08dF1c327DAb6,52123.73385,91.94891492,0,0,91.94891492
0xCe9332f4d44e9Efccc64f88C9bD23E288c0ae5a2,45916.45336,80.99895674,6,7.594824039,88.59378078
0x0c1fD8441C36b288eC0F77E12cA8bA27a27b28bF,49376.12505,87.10199339,1,1.265804006,88.36779739
0x2c123fc5C27888571CD525e8ae9b0c5ff848386D,15161.53133,26.74571162,47,59.49278831,86.23849992
0xf2B9ec5724dC97362A53907c0b4cc0AA72369e63,41434.94754,73.09335278,9,11.39223606,84.48558884
0xF0Bc763e0A6AF4784a36fa102220FF60eC651f9e,33008.39653,58.22848864,17,21.51866811,79.74715675
0xa33Aa58FD2795eA89a84C19CACDad50915194980,0,0,56,70.88502436,70.88502436
0x2957dFa6C3CD17810E6F77Fd9b14aF1F27fdACc5,35589.61001,62.78188036,3,3.797412019,66.57929238
0x07A009e9E98649Bff954cf3032ceB3E21E020f49,9.18316E-05,1.61996E-07,52,65.82180834,65.8218085
0xdf631777df4DebcBcd647e85bdcB868b43663BA0,0.924933655,0.00163163,48,60.75859231,60.76022394
0x33f844352144a9DDd91542b0adCD8Ba0dD142e93,33578.34581,59.23390813,0,0,59.23390813
0x79bF225FBfd40f78B1878A6d1EeC1Bb03dF92AeB,0,0,45,56.96118029,56.96118029
0x0Bb75bEf057da63a0ae4B25fe9aDaFd35cd92B87,126.7815712,0.223649133,43,54.42957228,54.65322141
0xbbA31530Cd8e112be845da468B72fbbFE739387A,12408.78798,21.88973248,25,31.64510016,53.53483265
0xc0893fA01108f50fa2A04e2ccEE815376EC56233,309.5878709,0.546128734,41,51.89796427,52.444093
0x7b3012531aaEd7b48bc9BfbC1cd7E7f20B1BB5b8,0,0,39,49.36635625,49.36635625
0xc0719b1040f7f8e904A6509F99335656C1d881eD,10097.65728,17.8127805,22,27.84768814,45.66046865
0xB3e2A7b1295d9EE03e1f300DfCCaab2ecd47ee53,9.45052E-05,1.66712E-07,36,45.56894423,45.5689444
0x9fBa5259A1a4654212849E87CFdf5B28d5bbcB5e,25660.83003,45.267008,0,0,45.267008
0x985116F8C174fE13325D36685424d1796cC11f51,14853.01289,26.20146942,15,18.9870601,45.18852952
0xCeeC48581B3145a575508719f45da07dc57fA7ce,617.4903704,1.089284388,33,41.77153221,42.8608166
0x9ff84B91998dF96A6587DB8dDe8D4E47518107d6,23257.49525,41.02740334,0,0,41.02740334
0x8B9F39b3c76AaB744BCee37cC56782bAC8eb5FFb,10069.00388,17.76223445,18,22.78447212,40.54670656
0x76A5Df896413F3B566d07da5AF44326C0f54a25b,19.72047926,0.034787927,31,39.2399242,39.27471213
0x66ab6A57322aC5FD7026662675Db0E83307e025E,0,0,31,39.2399242,39.2399242
0x6fcf9D80e2b597F4B3FA764b5626F573a9Fc93D3,8078.534717,14.25094571,18,22.78447212,37.03541783
