Wallet,Balance,Type
0x64eD2D64912e45d004a64b0f9F3D759533C395e8,401.7825769,contract
0xc3eE951D510aAb239a5bAf329086Dd10a6a80629,399.305951,contract
0x15c88F7371C57D4B8aC2F97d10eaC8fcEA298E56,397.8652635,contract
0xfE3f16B1cB7CE908B5386F6643a691526d2a0A84,394.6660072,contract
0x29A4a663C6B44e4a9B49A429ef09bf3eD3FBF9f3,393.862752,contract
0xDd0D9308906a83572a0dbe6c0E77b43C8913D013,392.6338433,contract
0x518a8463FFFf4435431d889E507Fa1a9E1c34502,378.1911448,contract
0x7F63921D9faC69a6824dd3Ef5fB8E1A89fcc984D,363.3356464,contract
0xD98b668744767aE6E9F437c0a09C4E414E05f832,360.9661469,contract
0x9720bB804ACA0a01BFF95AF749B34eCA59eD5fb4,346.1752884,contract
0x49D2ee9822027E4596F9ccA57c1b52285b1e938D,344.8046833,contract
0x9ded7B691962446704C7bD7D0dfb1F028a2a52F1,338.3881282,contract
0xAE53c04D9bCcc1198167E538782805546f851603,325.1545495,contract
0x38dAEa6f17E4308b0Da9647dB9ca6D84a3A7E195,321.6751312,contract
0x4Faf6D6819A7f9085bA6587b867Ec6ac20aC6641,319.4678812,contract
0xC0fca04Ff8721462c53d848610818b25427B5b29,315.0410425,contract
0x7dA08FBa7A69c67c0D06fD433aF0C53F9c75CeE8,314.5318274,contract
0x3DD1B656fcC459Cc4CF203b53AAAbF8C85181f1d,314.3566863,contract
0xc0893fA01108f50fa2A04e2ccEE815376EC56233,309.5878709,contract
0x60523Cd3F5CF0061C6f042545371Fa6ff8cD397B,300.533931,contract
0x4D64152d23260F399af956c6A777740Cfc263d1C,299.180799,contract
0x262336fd3Eda533826Aa4c92C9f23563f9F90693,299.0746829,contract
0xDDf86597aFF5c826643BCed8eF0b84b10a2847aB,296.5294,contract
0xD8dB8f3369EFAFb47175e9078B83D6C4f724BD5d,296.4919973,contract
0x3BaC1185Ce631D2AfF051C4894BeAf4071be1993,296.1579324,contract
0x67b4F300e6623DbE6f0358A87B16727781DF2160,293.7244276,contract
0x63Eb17f24FDF1a9e286831fE21ACf72C975E88fE,286.707121,contract
0x98De69Fc87790bF9679e5B781a03e6821F3d2F75,285.8808818,contract
0x507F0F88f638AA8a9b26a954A1e0aB680F663D4a,280.8297909,contract
0x0F7c548C3c100e1AD6A1F092D95884Cc4dCEf4bB,280.0546821,contract
0xdE312Cc0910EB6b6a30e9Ee0c9C4A08c40CD2265,279.1229144,contract
0xE7dcF2B7bb30C638c67c3C2A6f3bb18335570B92,278.4869431,contract
0xAE35f25d082B33db3d3A8d37f41E12fF2f979071,274.2916767,contract
0xc3fd1227DA579220Afeb28B400DaCC4Ad6523c7c,271.6207671,contract
0x78E70c3FBA6c44c562E50c8fEc9b1871Cb1A3F8D,264.4183201,contract
0x94046B4000fefc937F9AE219E2d92bf44A36393E,260.5222808,contract
0xDFBCd20078b4346c185DEe24d143ad2f98956Ac7,259.6280059,contract
0xbA5589313Ee771863f923AaEde36027901364AA7,259.18771,contract
0x00553b963DE06016C68681C9BEE10A79c51c5D8A,254.7068053,contract
0xa166b7Be23a1b3a0B78Ade3Da22B94338050934F,251.7791941,contract
0xDd942254826C63E9B45748228DB7DfF54263Cd2B,249.8164544,contract
0xF8F94C0733A28919dCFA6C52668C688234359D88,249.5034387,contract
0xA65BfcB60b3DCCB68Be2F9AF7b53eC6864eD6098,247.6922078,contract
0x23554eA86b2a86111f8a2d3a65C0B1d39ec0c9b8,247.2675338,contract
0x870Dc279570833A8c5A72FC7972681Db9A96CFb7,247.0721317,contract
0x19223782AD6556B0De843156E968270e32A5c10c,247.0543223,contract
0x3Fc5E8CFb8586cDA278b84A8aF30598CdB6a4a82,246.6598408,contract
0xD85BeA0d78CDb35bB86B0B5bC3B7b8926e44615f,245.3193553,contract
0x9EB4B3Afc91e64b5Fdd635311435512C4CDaE6aF,244.0067581,contract
0xcBeF46a7Cbe1f46a94ab77501EAa32596Ab3c538,243.2002453,contract
0xa49E4b4d21Fd95aa309B9bF3a4550AFf55A28786,241.5615865,contract
0x1FB9a4D95f9271ccaa758E1F51eAD80dc117080a,239.1956358,contract
0x54c053F4127b6bA19BACDd7bBF45646D95CaE49b,234.637198,contract
0xBaD81E37c8D4657672e4AE61BA5a49084dc5949E,231.941116,contract
0x6794BDa8e07FAA690d6924B259992Ed354aeC9Bb,231.5172958,contract
0x2df3785D05A39A6E9d61100f79380DaB380240a3,229.7841712,contract
0x17c329410827c44773143be72Cf0eaf54DbD59d1,228.6879521,contract
0x139267b135942416E1d2D9CB8E67b8A4ff213557,226.5459816,contract
0x17103203eb867DA8f0D5545cbA3894e743c33a06,226.4720181,contract
0x84820DE436C3ACc9412e43FFE571737113718269,225.2508645,contract
0xA4C34d2417818F5C9c3519164AB9658989624e05,220.4178125,contract
0x935361EB81FFE4eEf326902AC37E8Aba82eDf403,212.7458392,contract
0xb86737F3b14dE6eB7970e2D440B0ad91cb008133,210.3460391,contract
0xa5dB108658794763EA82E7C4643E0E38b13578FE,208.1533019,contract
0x0BA08Ce2e477C8874F162e8aA87deB41357Eabc1,207.1902907,contract
0x7BcEc44C7486143Ee875103De66006047CaE8Df7,203.7299295,contract
0x995b14DAdC423C93C816D3A96d392A0a3F203304,203.4590096,contract
0xA11f19D27A73C6dfb7A700175357c1dedf79367D,201.1620646,contract
0xa915023B3eD1e00E078789e63de079b4D6dCc348,200.4539516,contract
0xb93aeb0E49f3c9E1F8dDb96460e44d478Ca1C505,200.0000293,contract
0xedfb6Cd3069fe177C1cBe63C066Cae12D754d124,199.3873214,contract
0x36eFd9914d30b16575429516bfFf0f196062DCe9,198.4116464,contract
0x348914e7a022A6dea361ED32E2555Db258d3cFbd,197.9901881,contract
0x7bB85b553c04cF2dFCBbDac998eA3621e17236c3,197.832211,contract
0x9DF0b9794b7fE8aB2A1e075e72472b490E7E18FE,193.9017665,contract
0x9Daf567D017D577a5F35f8cAf72b64b323EbB44A,191.2276818,contract
0x512a519A8C6b35b6AF39c3A6d219c56ab380dA13,186.3281071,contract
0xaE96984743268C349395f72F65b7D73Bc220dBC9,184.8861849,contract
0x61477Eaa5E33400acC353390Ca001Be0Eb706eb4,179.900717,contract
0x44a3fa3c92F1421592ceCEb4D717907A217EbC62,178.6962169,contract
0x9E3e4F6535C7d20853a271f4F45A81fDED8C7DAA,175.9286439,contract
0x78B3367B0F547Cd16Bac453F788956AfcE92447B,174.7251547,contract
0xFfFd8Ce8520062A2a1D7B1811B5dF0F1eaC8363c,174.5135148,contract
0x73719C0C85a430aB716bafC6A2A6768e40F7D334,173.657051,contract
0xC5c60f47F3Cb3A335474EEb69009d611C040B7A6,173.6297544,contract
0xCE8Fc6755EfCaf7F85C28901Bca4F4b936591542,171.7948492,contract
0xA839199aC9Ae19b15265659e45C60B67bcA1B477,168.9533035,contract
0xe73B5632eE888fDC43C1E95885d746FfCeF07b16,160.0397512,contract
0xCDab759A1D97C166de67f2826b1eF276b04a31C2,159.8496603,contract
0x4A9a91b4dc341Cf911D43625cb552D7c59fBF652,159.7563822,contract
0x697203445B51cc43664EeB8D87dB3117425b3F52,159.5246481,contract
0xa23B4bc39070Fdb30779F3e587B720fefEF328EC,159.3715321,contract
0x1C190aea1409aC9036ED45E829de2018002Ac3D7,158.9490783,contract
0x65D7624883aC2a33855AAE52969b5BD80EB4bf4C,158.6024236,contract
0xe7DABc911F5a7250872da534a3eA5DFBAfbbaEd4,158.3721223,contract
0xe5465CEd137EcF8c80bBf7A1e2f2bf457a12A466,155.6905091,contract
0x9023EfED128bd40917547722dB12c396Af044b50,155.4517869,contract
0xcEf5aA3DfcE54388f477d0f6b6428729368f17C9,155.3698379,contract
0x4bd69A8Ceb37b52Aa03dF9eE80A58f94d6A1fB33,154.8831582,contract
0x3e05FC835a92fa1AD481C623d1F5097BFd55Bb18,153.7892896,contract
0x585E184Dc84968F83e5702659e7e4546545979C0,152.2221478,contract
0x00987cbCE7014389197f9D5468Dab5A8facFfeE0,151.7356507,contract
0x683310405a9759E04aD7539D514A8b19fD4818e4,150.2177095,contract
0x7af3e669EBC7e6BE1a6c4bD6F6F8981B2f1B9032,148.6408186,contract
0x56f820BC0bB5326C74b804CEbAA37C3EE7524f8E,147.2702778,contract
0x90b29f03B7b35326d72c83E414F200FF8B204CcB,147.1724213,contract
0xEfbc59a62D3cdB3CC8b9395b8e7010f59E5e01BB,144.7231183,contract
0x50bB11D2E4D4B0a7a4Bb9E611ba0EC8B0c4C4A1c,143.0722678,contract
0xFefd7E49FD2Ba5a3449D952fe883355bDad33dB5,141.7476164,contract
0x80adc6DA57e97F33035899962278A5FAfF8492E4,140.625,contract
0xB2eAd8BB7446cC130C3c515fae31c1865eD66AAF,139.6062305,contract
0x2A254c18F8E1794B05beA298Ae27126Df160b9e0,138.0042417,contract
0x546c1528319f9Fc621F5752D98690f28293a5c1D,136.3207695,contract
0x0014c642ebEe2273D3790A485e4CF7674c34D886,133.7145815,contract
0x2bD0C9219cedEeE318480cc8419941ac36E16c98,133.499332,contract
0x8FFAfB479b71383e4827362BeA2e0B50DB0a6ff7,132.731109,contract
0x463c31D1b752d39Fd205fBaa4cBBA6a8541AeFfa,129.6034186,contract
0xB9301C0001065de513aA0cf1bAea9efB58A2E775,129.3219107,contract
0x26e138FEBc4912659D24C97343e99c1e7b7a8D5F,128.9014753,contract
0x44a6a4782f93cC56E2052205ceb0D1295DafC0C5,128.4042063,contract
0x6bbaf3cA8E5E2F4ea00fC602cEc9c174C3F9956C,128.0690268,contract
0x0Bb75bEf057da63a0ae4B25fe9aDaFd35cd92B87,126.7815712,contract
0xa865fF51D15dcAc4973F73E13A8656ac3E748720,123.9645806,contract
0x0d430F96FFE0ec8b2A7E6560fa69755Fd750F102,122.1381436,contract
0xf623146b3EE93BC86A626732fF177f8470ffE9cc,121.515211,contract
0x49a5492FDFe5AcC966dD5f41310dfDfe8dAA349C,120.9503268,contract
0xc4e2CBb8d0B71A1621AF3416eFF2eD8c2999b4Af,119.6639139,contract
0x8930360F12530E92B5c67F736b4B59d2CbF840F0,119.6250471,contract
0x551d3A37E1613E8b21f2AD613A01Bf97ec2d2389,118.3525275,contract
0xfDF7fb637a50192BC9016e6156babb3f9004EF9b,118.3356941,contract
0xB9c2cd6bc7291297377E32B9c40c20fbA3C49352,118.1979379,contract
0xa81f1d717712F340bff0C3491F15C003f18082a8,117.9021983,contract
0x8351769502d43205668d6cDe2B83b362122f5f4A,117.6297746,contract
0x526Fd056069DCf7B5c487Af4FA2b6ECC846E9152,116.0355434,contract
0x686eF78D56F8C25d101acD3b515Fbf07597A6884,114.4443116,contract
0x087E1C7AD9F3A0F6A9B3a3ed0D9B73e89c155D1A,113.7127895,contract
0x4929f4d38F2955649b5aa34343da04cf790B9D92,110.2683857,contract
0xa787A7aAb2Fd70aE018F1458894f104138733958,109.0151893,contract
0x7Ceb9F8cEb7f6ffBa4897a72883C4a9C0a241EB5,107.3849459,contract
0x03B3fD15405225146cc87F51F35c194E3c8ae590,105.8105817,contract
0xCD8b301Ed7AD1B3Ad31c144023D75b1B8a5021fb,103.6213655,contract
0x521866351B73EAE5aCb8962469526B38CBE47372,102.5444837,contract
0xc99333906D6D3A854f819617f6eF48870ae78435,101.8385762,contract
0xf977516D80205560EE3810a2241EddDc4fde8D2d,101.4634327,contract
0x5477729b43A0A9beA8c41367C62e7864123B57d8,100.8764496,contract
0x1960FCf4F922267851BD217C575b71F6F1332580,100.7631106,contract
0xEf4a6681Fbfa02b677B4e09b595ff94D8d794C6d,100.3047556,contract
0x508cc508c415Bf1DB6d35C0D53eC7BEBdcCe6A84,100,contract
0x172d7a92660006eBecb125c712FA0Fe9dd53e106,99.9448428,contract
0x59cAd07ceF1e55d861Fb106fcc95aFbeff29b06B,99.70474645,contract
0xFb91A0D6Dff39F19d0Ea9c988Ad8DfB93244C40b,99.69133685,contract
0x7909759B82EB27aB3Cc886C5f3fCE3A72a565b39,99.69133685,contract
0x203E487561135682397E48aB2973B2d3C28c4633,99.54690354,contract
0x9Eb39D6694fe7cd61bE2Db9791c1Bde45aBE15c9,98.89296321,contract
0xff409F636a82cc1bDac186afC247632b7c8bb5f2,98.72555503,contract
0xFd9E173edb21beF255D774c7B51314F92e9f31F9,98.59152485,contract
0x5dA5F4c020f856aBdB168fd35c957D6006ba2edE,98.58485198,contract
0x9942796AfeFEa0C2C651b80fA0024B46F5827506,98.57887037,contract
0x1CBd483CDa3AeADCC668be6e1252B01Bf3824411,98.24695184,contract
