Wallet,Balance,,Column1,Balance,% total,VLT,,,,Token ID,Address,,,Unique wallet,Num gotchis,% total,VLT,,,Wallet,vGHST,vGHST VLT,Gotchis,Gotchi VLT,Total VLT
0xe6374801AC57D72Ae89e2bf56c7bdb61FCA90C30,725.5000532,,0x68DEb97E36275fe189f4d9db80e53aA96B17a04c,723.8983669,0.000273102,1.2769935,,,,10705,0xB27f6Df486ef5dEE2e3A4DC4f257DD63E5A5e371,,,0xCBE12068CaB7A49BB9C9746a734dE7A11211A3B1,4,0.001082837,5.063216026,,,0x6794BDa8e07FAA690d6924B259992Ed354aeC9Bb,231.5172958,0.408408273,7,8.860628045,9.269036319
0x68DEb97E36275fe189f4d9db80e53aA96B17a04c,723.8983669,,0x0327d97fE559fb16B3C63D90927487186219283E,718.5737619,0.000271093,1.267600627,,,,16429,0xB27f6Df486ef5dEE2e3A4DC4f257DD63E5A5e371,,,0x47dC446E56D14C5a51fB7cFf0abA7E5433754Be8,4,0.001082837,5.063216026,,,0x6B3bE6C88C8875168c694e57E62d1dE554Ee6902,825.9387765,1.456997968,6,7.594824039,9.051822007
0x0327d97fE559fb16B3C63D90927487186219283E,718.5737619,,0xC9E3FF1da87F942A54e91e83Cef6Dbe97af98A38,701.6838621,0.000264722,1.237805985,,,,6485,0xB27f6Df486ef5dEE2e3A4DC4f257DD63E5A5e371,,,0x8886DcA35291F05Ed5d8e21F083998EA8dcEB50f,4,0.001082837,5.063216026,,,0xa59e113fbef3B4129bAef6b5355dFf683851aFA7,75.2685234,0.1327775,7,8.860628045,8.993405545
0xC9E3FF1da87F942A54e91e83Cef6Dbe97af98A38,701.6838621,,0x7FA3715BFffcE74a55d0FeCA8f5e14CbefD4c412,679.4511578,0.000256334,1.198586365,,,,14020,0x2e48Ec0Bb013e7FDbF319E1A2795035204954B0f,,,0xc8d42ec0eA8f543E01bd49199f6a1888AE11023B,4,0.001082837,5.063216026,,,0x628cC4601166a44e5378717790c8Da50de0cce9B,2927.641728,5.164508762,3,3.797412019,8.961920781
0x7FA3715BFffcE74a55d0FeCA8f5e14CbefD4c412,679.4511578,,0xc87e3788764823CEDdD132CA2E697767de5ed4de,658.5754456,0.000248458,1.161760548,,,,13239,0x2e48Ec0Bb013e7FDbF319E1A2795035204954B0f,,,0xC61b244fA2B83eFe9EF91dA7390CA5FC1cbb35B1,4,0.001082837,5.063216026,,,0x7b0B5fbb7B5CA042D82128F66965bfD185Ac30DC,3.59353E-05,6.33916E-08,7,8.860628045,8.860628109
0xc87e3788764823CEDdD132CA2E697767de5ed4de,658.5754456,,0xeDD0d71F2b7703E1642ea83d8A6f9790aCda1fdA,648.3155417,0.000244587,1.143661556,,,,12869,0x2e48Ec0Bb013e7FDbF319E1A2795035204954B0f,,,0xb4D502361a3c6f823EEb9A99Af09E110382206ee,4,0.001082837,5.063216026,,,0x7953bB4AFA683C36396Bee7Dd7d3647cF640B0d2,0,0,7,8.860628045,8.860628045
0xeDD0d71F2b7703E1642ea83d8A6f9790aCda1fdA,648.3155417,,0xad6034C145530682eD7643478b6678e2E2bBaad6,642.854067,0.000242527,1.134027238,,,,21076,0x2e48Ec0Bb013e7FDbF319E1A2795035204954B0f,,,0x2c5C5db1847a96d879b6244cce9320508Bf0A61b,4,0.001082837,5.063216026,,,0x3c2262255793f2b4629F7b9A2D57cE78f7842A8d,0,0,7,8.860628045,8.860628045
0xad6034C145530682eD7643478b6678e2E2bBaad6,642.854067,,0x30AF6Bcfd680f01Df88bf267aF097bd84eF7e0c5,640.9582054,0.000241812,1.130682841,,,,14071,0x2e48Ec0Bb013e7FDbF319E1A2795035204954B0f,,,0x973efE3a49AA9257e2a5f1e7e866DF7e5ee96d8E,4,0.001082837,5.063216026,,,0x984b148D106c204f2d1a84b0053477971e1DF56a,0,0,7,8.860628045,8.860628045
0x30AF6Bcfd680f01Df88bf267aF097bd84eF7e0c5,640.9582054,,0xD390Fc3C23AB8C8bD20416F1ABcaac05637AC501,640.0758084,0.000241479,1.129126248,,,,1973,0x9080196182F77B89BB5B0EeE3Ddb48cFA716c4c3,,,0x4c1Fd4e71E38bDaE5cc0dBce263dBb6Be018B6cB,4,0.001082837,5.063216026,,,0xc976895017c81Ac926478C26c347BBEd202d0508,1414.863872,2.495891759,5,6.329020032,8.824911791
0xD390Fc3C23AB8C8bD20416F1ABcaac05637AC501,640.0758084,,0x4Cd3210Ce0E7AEF75eCFf5475B75034dc328B1d4,639.8530761,0.000241395,1.128733337,,,,15318,0x9080196182F77B89BB5B0EeE3Ddb48cFA716c4c3,,,0x0584cA5e6C86f8040eD149CBCC2DABcc03084554,4,0.001082837,5.063216026,,,0x30AF6Bcfd680f01Df88bf267aF097bd84eF7e0c5,640.9582054,1.130682841,6,7.594824039,8.72550688
0x4Cd3210Ce0E7AEF75eCFf5475B75034dc328B1d4,639.8530761,,0x475476708AE9d5eE62b0E977aA37d4dd16281926,636.4574756,0.000240114,1.122743325,,,,1969,0x9080196182F77B89BB5B0EeE3Ddb48cFA716c4c3,,,0x579ea3F1e0617Aa237E36C0501822b55bE8D84ED,4,0.001082837,5.063216026,,,0x1d5BEdf6B017a282eb7446e86e7C2584E89Ef466,4944.76657,8.722819473,0,0,8.722819473
0x475476708AE9d5eE62b0E977aA37d4dd16281926,636.4574756,,0xCeeC48581B3145a575508719f45da07dc57fA7ce,617.4903704,0.000232958,1.089284388,,,,1971,0x9080196182F77B89BB5B0EeE3Ddb48cFA716c4c3,,,0x94046B4000fefc937F9AE219E2d92bf44A36393E,4,0.001082837,5.063216026,,,0x77f07Ab7B444C7C9FCfAfc76c053A810cD6203CB,2736.723119,4.827718634,3,3.797412019,8.625130654
0xCeeC48581B3145a575508719f45da07dc57fA7ce,617.4903704,,0x9702235d4999201f3Ab13226232942593E84B576,612.5627873,0.000231099,1.080591881,,,,18902,0x9080196182F77B89BB5B0EeE3Ddb48cFA716c4c3,,,0x2718E86f5793Ac08bd3C4A301382E8c1DA2a1e30,4,0.001082837,5.063216026,,,0xf746A85E0e1A8f5E9E5c221135FacA5ADF71eb14,477.2272114,0.841853049,6,7.594824039,8.436677088
0x9702235d4999201f3Ab13226232942593E84B576,612.5627873,,0x7a1979A89c39E64b4c2dc6fd87f4f719Ae96a0ec,607.1754211,0.000229067,1.071088293,,,,1970,0x9080196182F77B89BB5B0EeE3Ddb48cFA716c4c3,,,0x1E9fb5428855064B5C38E3Ae96Cc9878c573eD53,4,0.001082837,5.063216026,,,0x3CF4E2F525C3e755c4aae97846379Ef703252288,4776.696524,8.426335372,0,0,8.426335372
0x7a1979A89c39E64b4c2dc6fd87f4f719Ae96a0ec,607.1754211,,0xbE1505483148122424cD67AA7F956362Ee5e3F47,581.9006042,0.000219531,1.026502232,,,,12195,0x9080196182F77B89BB5B0EeE3Ddb48cFA716c4c3,,,0x937Df4e3d6dB229A10ff0098ab3A1bCC40C33ea4,4,0.001082837,5.063216026,,,0xE2C67350D0A0768De07E556073BeeEc0AE86a684,4710.67901,8.309877123,0,0,8.309877123
0xbE1505483148122424cD67AA7F956362Ee5e3F47,581.9006042,,0xBfBD59C39f83068Ebe8EF181B927B85400222292,572.437636,0.000215961,1.009809075,,,,15762,0x9080196182F77B89BB5B0EeE3Ddb48cFA716c4c3,,,0x76b4D57A195eD129b28d1e320eD53655EF4750f3,3,0.000812128,3.797412019,,,0x98De69Fc87790bF9679e5B781a03e6821F3d2F75,285.8808818,0.504308401,6,7.594824039,8.09913244
0xBfBD59C39f83068Ebe8EF181B927B85400222292,572.437636,,0x71A0Adb369DA76e300A9eC9f6e1ffcBa6e185182,572.1306931,0.000215845,1.009267613,,,,18589,0x9080196182F77B89BB5B0EeE3Ddb48cFA716c4c3,,,0xAF777F6ff15de8d50527208d8cbd36576b213f97,3,0.000812128,3.797412019,,,0x579ea3F1e0617Aa237E36C0501822b55bE8D84ED,1696.28197,2.992327583,4,5.063216026,8.055543609
0x71A0Adb369DA76e300A9eC9f6e1ffcBa6e185182,572.1306931,,0xbe19c6549874591367f0e1f91EC8aCa01Ae7b2AF,571.1497687,0.000215475,1.007537212,,,,10510,0x9080196182F77B89BB5B0EeE3Ddb48cFA716c4c3,,,0xaFB2735179C625dD1D199b415a88A32C5D0fcCCE,3,0.000812128,3.797412019,,,0xa919538CeAb5c64608945865835dbC10540feB1D,4421.365532,7.799513448,0,0,7.799513448
0xbe19c6549874591367f0e1f91EC8aCa01Ae7b2AF,571.1497687,,0xDA9890c4d573fe27f79C0665ae7E740c6a11412F,551.5666403,0.000208087,0.972991579,,,,13968,0x9080196182F77B89BB5B0EeE3Ddb48cFA716c4c3,,,0x77f07Ab7B444C7C9FCfAfc76c053A810cD6203CB,3,0.000812128,3.797412019,,,0x4E8ffddB1403CF5306C6c7B31dC72EF5f44BC4F5,3677.771028,6.487774961,1,1.265804006,7.753578968
0xDA9890c4d573fe27f79C0665ae7E740c6a11412F,551.5666403,,0xA5ba6Ae9CDF56761be100a33DE63363660ef744A,544.6010008,0.000205459,0.960703837,,,,21626,0x9080196182F77B89BB5B0EeE3Ddb48cFA716c4c3,,,0xc31372dB84e456193e72a162928539C8F5999Ff6,3,0.000812128,3.797412019,,,0xE4E98E007e5A4A5a73a4BA2254efEaaE131CbC04,18.94621117,0.033422079,6,7.594824039,7.628246118
0xA5ba6Ae9CDF56761be100a33DE63363660ef744A,544.6010008,,0xbC5e6cF484D1317ee285a1A441149657fA424a7d,542.5873006,0.0002047,0.957151567,,,,20568,0x9080196182F77B89BB5B0EeE3Ddb48cFA716c4c3,,,0xDA9890c4d573fe27f79C0665ae7E740c6a11412F,3,0.000812128,3.797412019,,,0xA63519e67dAe9A551AD34ae679cf0E911a78381A,0,0,6,7.594824039,7.594824039
0xbC5e6cF484D1317ee285a1A441149657fA424a7d,542.5873006,,0x9492A98b3F6F419b48Aaf09748C004631F27A6f0,540.0054421,0.000203726,0.952597038,,,,16990,0x9080196182F77B89BB5B0EeE3Ddb48cFA716c4c3,,,0xb1F56a37738C16D150C9Aaa5441f056e65f4fBD6,3,0.000812128,3.797412019,,,0x4961a4c211E482C45b09e02848575324cf86F988,4282.312571,7.554216959,0,0,7.554216959
0x9492A98b3F6F419b48Aaf09748C004631F27A6f0,540.0054421,,0xd281F988242C900d67fF2aafABe683B8004Ee778,241592.9899,0.091144835,426.1823095,,,,18830,0x9080196182F77B89BB5B0EeE3Ddb48cFA716c4c3,,,0x49e37446d862D0E29934aAF51Cdb128f9c9cA4bA,3,0.000812128,3.797412019,,,0x10dF55eE5D2977F952f3f264b9e8218D699b36b1,2124.176606,3.747155463,3,3.797412019,7.544567482
0xd281F988242C900d67fF2aafABe683B8004Ee778,533.2963443,,0xDa5D339742caAc045B625A5dBE240162932f2C10,506.4847023,0.000191079,0.893464749,,,,21065,0x9080196182F77B89BB5B0EeE3Ddb48cFA716c4c3,,,0x1dce25415D54E6bc694aaFa6cd5e650d28Bb786A,3,0.000812128,3.797412019,,,0xC61b244fA2B83eFe9EF91dA7390CA5FC1cbb35B1,1362.753174,2.40396584,4,5.063216026,7.467181866
0xDa5D339742caAc045B625A5dBE240162932f2C10,506.4847023,,0x481A2be12532D5CD1295239557168d01C5d09708,498.0397987,0.000187894,0.87856751,,,,1972,0x9080196182F77B89BB5B0EeE3Ddb48cFA716c4c3,,,0x628cC4601166a44e5378717790c8Da50de0cce9B,3,0.000812128,3.797412019,,,0xBf3FA037a65A6816623BB7fbf836E3540cd857AA,4187.157905,7.386359293,0,0,7.386359293
0x481A2be12532D5CD1295239557168d01C5d09708,498.0397987,,0x04E60C358Da4d51DB8c7be369B94039Af465AdFf,497.5777032,0.000187719,0.87775235,,,,20511,0x9080196182F77B89BB5B0EeE3Ddb48cFA716c4c3,,,0xF8F94C0733A28919dCFA6C52668C688234359D88,3,0.000812128,3.797412019,,,0x101aDDC07D63a6B35B199153252168aB9889Dca1,4157.579028,7.334180652,0,0,7.334180652
0x04E60C358Da4d51DB8c7be369B94039Af465AdFf,497.5777032,,0xf5Fe364D18F4a5A53BADCe9a046ba74cfC97f6Fb,496.1632522,0.000187186,0.875257187,,,,22042,0x7784981924567c0AA2c0c3e17ce9b1eE309E5701,,,0xf85e13C32734eA54Ec31BE5C9b3E6ED0ae40cBad,3,0.000812128,3.797412019,,,0x8EA8721F27eFcAaBB3901Ed6756505Ab873F15a7,4088.653571,7.212592644,0,0,7.212592644
0xf5Fe364D18F4a5A53BADCe9a046ba74cfC97f6Fb,496.1632522,,0x335D81BdE46e127228b1E6a767B9A5A764bFCbDe,493.8627815,0.000186318,0.87119904,,,,23064,0x329c54289Ff5D6B7b7daE13592C6B1EDA1543eD4,,,0x10dF55eE5D2977F952f3f264b9e8218D699b36b1,3,0.000812128,3.797412019,,,0xA0cD89ebDD3c422925696Bb1baefb6c3eD21D8F1,4073.51511,7.185887629,0,0,7.185887629
0x335D81BdE46e127228b1E6a767B9A5A764bFCbDe,493.8627815,,0xde46215e67d35972f4C880D59969DD08a4c9fA28,488.5453508,0.000184312,0.861818822,,,,17214,0x38798bfB6016beEeae2b12ed1f7bA2c9bb49334f,,,0x2957dFa6C3CD17810E6F77Fd9b14aF1F27fdACc5,3,0.000812128,3.797412019,,,0xa7687975c0Af79F9D821cd27fc01722a2eC0d8c3,4039.058446,7.125104323,0,0,7.125104323
0xde46215e67d35972f4C880D59969DD08a4c9fA28,488.5453508,,0xDbD7744f7dEfBcFFC0A327aE289Ad6345861C467,479.8136854,0.000181017,0.84641572,,,,24418,0xdf631777df4DebcBcd647e85bdcB868b43663BA0,,,0x87cdacBEC845896b11D449884B7430B89060bBa5,3,0.000812128,3.797412019,,,0x7A8B10716E2e473a541E9E990e711651425E5413,2572.810486,4.538568422,2,2.531608013,7.070176435
0xDbD7744f7dEfBcFFC0A327aE289Ad6345861C467,479.8136854,,0x9730299b10A30bDbAF81815c99b4657c685314AB,476.3830751,0.000179723,0.840363949,,,,1591,0x6994ba66FD6789044c4aD43786CC16840d099C8a,,,0x9F533Eec49dc2DBbf495F1cD687c2536d424bE07,3,0.000812128,3.797412019,,,0x33Caf1E780FC8a92247F42A220cAEAFdE3B5D553,1117.662452,1.971613353,4,5.063216026,7.034829379
0x9730299b10A30bDbAF81815c99b4657c685314AB,476.3830751,,0xdba64f019c92649CF645D598322AE1aE2318e55b,474.646503,0.000179068,0.837300548,,,,20249,0xD52A4333Bd8cc9AB3C77Df19DeD4900b7849A07d,,,0xadC045001169071580ad97aF8cF5efB7f235A719,3,0.000812128,3.797412019,,,0x38dAEa6f17E4308b0Da9647dB9ca6D84a3A7E195,321.6751312,0.567451276,5,6.329020032,6.896471308
0xdba64f019c92649CF645D598322AE1aE2318e55b,474.646503,,0xaE8e6Cd806Ab8C593984ba275b4a2e45b27986eB,465.258619,0.000175526,0.820739844,,,,219,0x50f461F471e7dCe973e27f0e319eBe868135D764,,,0xcfbc091F167bBa962790E23Ee2DDA557938b8BAf,3,0.000812128,3.797412019,,,0x575C13C07b054438a513f4968605c021856f63F8,2470.363149,4.357846114,2,2.531608013,6.889454127
0xaE8e6Cd806Ab8C593984ba275b4a2e45b27986eB,465.258619,,0xC81f4eF4Fbb4Fb8E7b92c99bb20E8AfD5D32D50F,454.5714496,0.000171494,0.801887134,,,,21933,0x59bdFB381CA2080D0D042903e776D3DCb548050A,,,0x8B8B67CD569882e9f200a58e875802e5017D88c0,3,0.000812128,3.797412019,,,0x6Ca0D65fe5c8700a5cc7A2C3bfE801111A1dEd1a,2434.573526,4.294711401,2,2.531608013,6.826319414
0xC81f4eF4Fbb4Fb8E7b92c99bb20E8AfD5D32D50F,454.5714496,,0xe9aF007819204ae349808A8C12C2c5134C6A1f33,450.1659673,0.000169832,0.794115639,,,,9808,0xA709f9904a4E3cF50816609834175446C2246577,,,0x65E856C356f0c220fC69C51A66B007748C7596e4,3,0.000812128,3.797412019,,,0x29E9315DdBb5c44717D64bD6c0550a692819413d,1678.677504,2.961272411,3,3.797412019,6.75868443
0xe9aF007819204ae349808A8C12C2c5134C6A1f33,450.1659673,,0xD95eFDa6a57AEa121d2eFCc4Dc0f14A93D5502aa,449.3258081,0.000169515,0.792633556,,,,20148,0x00553b963DE06016C68681C9BEE10A79c51c5D8A,,,0x284aA770c801698e77dbA304c6caADbA6fFDe9ff,3,0.000812128,3.797412019,,,0x75bbECBC4fA323d304E41Dd383f1F1878288DB00,223.8249324,0.394838553,5,6.329020032,6.723858586
0xD95eFDa6a57AEa121d2eFCc4Dc0f14A93D5502aa,449.3258081,,0xF5Be11915496F1f4EbE822943A537ba396a88eE2,445.5332527,0.000168085,0.785943295,,,,23305,0xc31372dB84e456193e72a162928539C8F5999Ff6,,,0xE2dE15659663F7024699E1e573C033e2EFD5bCb1,3,0.000812128,3.797412019,,,0xa532F169ceE0e551D4Da641031Ac78fd85461035,3719.157925,6.56078355,0,0,6.56078355
0xF5Be11915496F1f4EbE822943A537ba396a88eE2,445.5332527,,0xFa5Ec0f794D1A7b96b3eA6d8F8bD6474573dB0E6,439.3754107,0.000165761,0.775080549,,,,9982,0xc31372dB84e456193e72a162928539C8F5999Ff6,,,0x54966bA0beF2e7aC9E3fD83c7e44C5Fd47B4d8e9,3,0.000812128,3.797412019,,,0x6b6f5e6a8167d72ac8951aC89E9d490A63912945,95.78203652,0.168964379,5,6.329020032,6.497984412
0xFa5Ec0f794D1A7b96b3eA6d8F8bD6474573dB0E6,439.3754107,,0xD4921407422A3E64F6ae78A0c38221a1119C8B7c,435.9590215,0.000164473,0.769053865,,,,15294,0x5477729b43A0A9beA8c41367C62e7864123B57d8,,,0xbb899870561D48e823DdfACFFa201dc20214a530,3,0.000812128,3.797412019,,,0x83111e1888C1e49e8703e248EDEAA34EF868A1DE,78.86650168,0.139124516,5,6.329020032,6.468144549
0xD4921407422A3E64F6ae78A0c38221a1119C8B7c,435.9590215,,0xD1D7eB1D3cfE65D5597f8185E76353DdEea5199C,432.7530056,0.000163263,0.76339829,,,,18293,0x156E6C5a2Fac34bB2Fcf2Ac1bbAA0E75BDE3aC4F,,,0x50F27CdB650879A41fb07038bF2B818845c20e17,3,0.000812128,3.797412019,,,0x9993AB06c1eDC0FdeA706b1F6F6359c0c1EC5E5b,7.84796E-05,1.38442E-07,5,6.329020032,6.329020171
0xD1D7eB1D3cfE65D5597f8185E76353DdEea5199C,432.7530056,,0x5642111A57c82f2f50716C397efF0eefC25a2501,426.0922129,0.00016075,0.751648313,,,,21681,0x5477729b43A0A9beA8c41367C62e7864123B57d8,,,0x01e6fd0aE73D9194b19f9B376065577927A0D5f5,3,0.000812128,3.797412019,,,0x5e16073080f5886f9C79FF5f0462ec938eAaFFa9,6.06824E-05,1.07047E-07,5,6.329020032,6.32902014
0x5642111A57c82f2f50716C397efF0eefC25a2501,426.0922129,,0x22dA1eEdeBC60C1b8c3a0c48f5C81BBE2b943dD9,425.3690081,0.000160477,0.750372543,,,,5330,0x156E6C5a2Fac34bB2Fcf2Ac1bbAA0E75BDE3aC4F,,,0x13E965baAFDa80C7501c23cbED282d5e53e3066B,3,0.000812128,3.797412019,,,0x89A1145FCCAC1a2a9350eC1A4A486E4458D26274,9.06232E-06,1.59864E-08,5,6.329020032,6.329020048
0x22dA1eEdeBC60C1b8c3a0c48f5C81BBE2b943dD9,425.3690081,,0xFCEE120094854fBfdc98cE8a80b8057BDEb928a7,416.8058737,0.000157247,0.735266739,,,,18574,0x5477729b43A0A9beA8c41367C62e7864123B57d8,,,0x8fF077D2A138C2f6Bd5De99D91BE50Ce4322f312,3,0.000812128,3.797412019,,,0x0b81747F504dFC906A215e301d8b8aD82E44CBd2,0,0,5,6.329020032,6.329020032
0xFCEE120094854fBfdc98cE8a80b8057BDEb928a7,416.8058737,,0x8bA89f1c8e3D7543E1D74a82e0388373F28C36bA,414.5059435,0.000156379,0.731209545,,,,22161,0x156E6C5a2Fac34bB2Fcf2Ac1bbAA0E75BDE3aC4F,,,0xA1958a37C21372482DEfF4618BAEbbeC23C9a449,3,0.000812128,3.797412019,,,0x2e48Ec0Bb013e7FDbF319E1A2795035204954B0f,0,0,5,6.329020032,6.329020032
0x8bA89f1c8e3D7543E1D74a82e0388373F28C36bA,414.5059435,,0x24970b51dd29DC2Dfa264Cd51C41998C68E3D7E6,414.0471717,0.000156206,0.730400249,,,,11794,0x4572581Fc62D4477B9E11bb65eA8a1c306CbBa3D,,,0x1af1f839Bc24CDcb12c2028bA7c0D51B30d10d11,3,0.000812128,3.797412019,,,0xa5Fa57608C5698120A7C3c9d50EC346bb3980223,0,0,5,6.329020032,6.329020032
0x24970b51dd29DC2Dfa264Cd51C41998C68E3D7E6,414.0471717,,0x3d2B23962EBCc882f9f65452658BBBa9Fa72d170,408.7169652,0.000154195,0.720997494,,,,4437,0x5B71ab89a74Eb8515585bf100A69BcF12F9eaA3b,,,0x770aaA6828E3659f2D12D6b8CA999D34344385E8,3,0.000812128,3.797412019,,,0xd32f222283D295f93664B11faAC967e6826b635f,0,0,5,6.329020032,6.329020032
0x3d2B23962EBCc882f9f65452658BBBa9Fa72d170,408.7169652,,0x0545a605a6B0c42Bb5bD01F918e17d7347095ACC,401.9286145,0.000151634,0.709022498,,,,8479,0x0b81747F504dFC906A215e301d8b8aD82E44CBd2,,,0x581dE43B0273915f61D015E394D2C6aF1F9ce8E6,3,0.000812128,3.797412019,,,0x32f9A1E1125E61bD2756528e7316303f532E4d7F,0,0,5,6.329020032,6.329020032
0x0545a605a6B0c42Bb5bD01F918e17d7347095ACC,401.9286145,,0x64eD2D64912e45d004a64b0f9F3D759533C395e8,401.7825769,0.000151579,0.70876488,,,,8480,0x0b81747F504dFC906A215e301d8b8aD82E44CBd2,,,0x3FA9db8d720679E8e5213f6C5D88faB766058e20,3,0.000812128,3.797412019,,,0x6CD71d6Cb7824add7c277F2CA99635D98F8b9248,0,0,5,6.329020032,6.329020032
0x64eD2D64912e45d004a64b0f9F3D759533C395e8,401.7825769,,0xc3eE951D510aAb239a5bAf329086Dd10a6a80629,399.305951,0.000150645,0.704395986,,,,100,0x0b81747F504dFC906A215e301d8b8aD82E44CBd2,,,0x15aE010DffeC19729A410B82d51337B385a96b95,3,0.000812128,3.797412019,,,0x93FC1F35f53a9553534979233caF273214C51Fd7,0,0,5,6.329020032,6.329020032
0xc3eE951D510aAb239a5bAf329086Dd10a6a80629,399.305951,,0x15c88F7371C57D4B8aC2F97d10eaC8fcEA298E56,397.8652635,0.000150101,0.70185454,,,,6462,0xd4e42e41FCa01464d36a44ACAb98D2aA1447e8f4,,,0xCE8Fc6755EfCaf7F85C28901Bca4F4b936591542,3,0.000812128,3.797412019,,,0x1b2E6C79A0b9a1f19234D45D9A8DB9EE57Bc0b14,0,0,5,6.329020032,6.329020032
0x15c88F7371C57D4B8aC2F97d10eaC8fcEA298E56,397.8652635,,0xfE3f16B1cB7CE908B5386F6643a691526d2a0A84,394.6660072,0.000148894,0.69621089,,,,9281,0xd4e42e41FCa01464d36a44ACAb98D2aA1447e8f4,,,0x64eD2D64912e45d004a64b0f9F3D759533C395e8,3,0.000812128,3.797412019,,,0x7bf4d5E579a26dd09F1ddDB2391566e7BA575B5B,0,0,5,6.329020032,6.329020032
0xfE3f16B1cB7CE908B5386F6643a691526d2a0A84,394.6660072,,0x29A4a663C6B44e4a9B49A429ef09bf3eD3FBF9f3,393.862752,0.000148591,0.694793907,,,,11751,0xbbA31530Cd8e112be845da468B72fbbFE739387A,,,0x288d3b021202293788d76F76947C74a65450374C,3,0.000812128,3.797412019,,,0xdE6b1d60b5c5c0C8a41C8c3241C56E8754D5Ca65,0,0,5,6.329020032,6.329020032
0x29A4a663C6B44e4a9B49A429ef09bf3eD3FBF9f3,393.862752,,0xDd0D9308906a83572a0dbe6c0E77b43C8913D013,392.6338433,0.000148127,0.692626049,,,,2454,0x60eD33735C9C29ec2c26B8eC734e36D5B6fa1EAB,,,0x2bD7716Ce2c43B9c0D58982F5BAC67633bf2E7dC,3,0.000812128,3.797412019,,,0x3F7C10cBbb1EA1046a80B738b9Eaf3217410c7F6,0,0,5,6.329020032,6.329020032
0xDd0D9308906a83572a0dbe6c0E77b43C8913D013,392.6338433,,0x518a8463FFFf4435431d889E507Fa1a9E1c34502,378.1911448,0.000142679,0.667148395,,,,24608,0x2717C5753df40110905921D77A64c921E1467221,,,0xdd152203CbAB78e2479fce5820f6a0dA2966735A,3,0.000812128,3.797412019,,,0xA8992310f620dc8f23F9Cf4faD90A2F2380D8d6a,0,0,5,6.329020032,6.329020032
0x518a8463FFFf4435431d889E507Fa1a9E1c34502,378.1911448,,0x7F63921D9faC69a6824dd3Ef5fB8E1A89fcc984D,363.3356464,0.000137074,0.640942541,,,,19456,0x6994ba66FD6789044c4aD43786CC16840d099C8a,,,0x29E9315DdBb5c44717D64bD6c0550a692819413d,3,0.000812128,3.797412019,,,0xf31B40DbcBa528f2cD6Ea9D65058BE320175D259,0,0,5,6.329020032,6.329020032
0x7F63921D9faC69a6824dd3Ef5fB8E1A89fcc984D,363.3356464,,0xD98b668744767aE6E9F437c0a09C4E414E05f832,360.9661469,0.00013618,0.636762624,,,,2743,0x6994ba66FD6789044c4aD43786CC16840d099C8a,,,0x4a47096E0dDD4EEd05eF00f0F081bc7700c6DD75,3,0.000812128,3.797412019,,,0x41Ade9A5803B4676917411Dbb439D357965dBf46,2127.733397,3.753429822,2,2.531608013,6.285037835
0xD98b668744767aE6E9F437c0a09C4E414E05f832,360.9661469,,0x9720bB804ACA0a01BFF95AF749B34eCA59eD5fb4,346.1752884,0.0001306,0.610670798,,,,9128,0x6994ba66FD6789044c4aD43786CC16840d099C8a,,,0x1279a8132C775edE3e738cc2A753fFe47d009353,3,0.000812128,3.797412019,,,0x3FA9db8d720679E8e5213f6C5D88faB766058e20,1403.244537,2.475394662,3,3.797412019,6.272806682
0x9720bB804ACA0a01BFF95AF749B34eCA59eD5fb4,346.1752884,,0x49D2ee9822027E4596F9ccA57c1b52285b1e938D,344.8046833,0.000130083,0.608252981,,,,23713,0xC561C9b7035732B4EbDbAe6aC43D6a293aB53896,,,0xff409F636a82cc1bDac186afC247632b7c8bb5f2,3,0.000812128,3.797412019,,,0xC144e32f2a0DB6507fDdfA630628b80468c05B75,3544.765566,6.253146567,0,0,6.253146567
0x49D2ee9822027E4596F9ccA57c1b52285b1e938D,344.8046833,,0x9ded7B691962446704C7bD7D0dfb1F028a2a52F1,338.3881282,0.000127662,0.596933852,,,,7253,0xa8bd174385B14F880F8b7F06894Cc1bF265Db32e,,,0xf46405B3A37d6bF67AeD730Bc512Db67FC1D19c9,3,0.000812128,3.797412019,,,0xeFF1C603739cc71025C23B49C4D661E6b3DF8184,2794.56158,4.929748619,1,1.265804006,6.195552626
0x9ded7B691962446704C7bD7D0dfb1F028a2a52F1,338.3881282,,0xAE53c04D9bCcc1198167E538782805546f851603,325.1545495,0.00012267,0.573589147,,,,6754,0x6994ba66FD6789044c4aD43786CC16840d099C8a,,,0xe54bee8258A2fE65095516f199034a08C02E35fE,3,0.000812128,3.797412019,,,0xaFa59C65e2965B6A0f4d7780CeEb4a8ed30786d4,3506.811347,6.186193397,0,0,6.186193397
0xAE53c04D9bCcc1198167E538782805546f851603,325.1545495,,0x38dAEa6f17E4308b0Da9647dB9ca6D84a3A7E195,321.6751312,0.000121357,0.567451276,,,,21446,0x1A760e3A431c8B9C075eD1280C8835a1a0F1651b,,,0x300010ded7B789Ab5764BB52ddE82edD6D29908d,3,0.000812128,3.797412019,,,0x25612e8bd7683De22dA45D717D0493B0e96424b4,2761.330137,4.871126665,1,1.265804006,6.136930672
