token_type,token_address,receiver,amount,id
erc20,0x6e14790535C04b1A58592FBEe6109D9bc57a51aD,0x329c54289Ff5D6B7b7daE13592C6B1EDA1543eD4,579.9091558,
erc20,0x6e14790535C04b1A58592FBEe6109D9bc57a51aD,0xd281F988242C900d67fF2aafABe683B8004Ee778,438.484083,
erc20,0x6e14790535C04b1A58592FBEe6109D9bc57a51aD,0x6Cf9AA65EBaD7028536E353393630e2340ca6049,361.8725405,
erc20,0x6e14790535C04b1A58592FBEe6109D9bc57a51aD,0x4a39beD3F97ac8e4774b7407dE7090E7A1050A69,281.8936986,
erc20,0x6e14790535C04b1A58592FBEe6109D9bc57a51aD,0x60eD33735C9C29ec2c26B8eC734e36D5B6fa1EAB,281.4249549,
erc20,0x6e14790535C04b1A58592FBEe6109D9bc57a51aD,0x84Ef9d47a2B1cbFC2F011F886287Ef44F08c80ab,238.2298225,
erc20,0x6e14790535C04b1A58592FBEe6109D9bc57a51aD,0x6994ba66FD6789044c4aD43786CC16840d099C8a,237.4940164,
erc20,0x6e14790535C04b1A58592FBEe6109D9bc57a51aD,0x8E3d6c8F591d73eBcF79810ebC4b3aDF829d2fB6,173.7975366,
erc20,0x6e14790535C04b1A58592FBEe6109D9bc57a51aD,0x7BFEe91193d9Df2Ac0bFe90191D40F23c773C060,172.4556491,
erc20,0x6e14790535C04b1A58592FBEe6109D9bc57a51aD,0xF17fAf9978B2F0087E6c78553Ede42D15abF76c5,163.402091,
erc20,0x6e14790535C04b1A58592FBEe6109D9bc57a51aD,0x156E6C5a2Fac34bB2Fcf2Ac1bbAA0E75BDE3aC4F,153.0339497,
erc20,0x6e14790535C04b1A58592FBEe6109D9bc57a51aD,0x9289e0156d908EDBfa616bc08f99b0AD77a55e05,152.7216758,
erc20,0x6e14790535C04b1A58592FBEe6109D9bc57a51aD,0x60c4ae0EE854a20eA7796a9678090767679B30FC,145.2450249,
erc20,0x6e14790535C04b1A58592FBEe6109D9bc57a51aD,0xbb73548A0e6F839fb58e9D59969Ba6AEdEcDF5f1,119.4930636,
erc20,0x6e14790535C04b1A58592FBEe6109D9bc57a51aD,0x6021DB23296793f8D1e9CdF710b29356DAD1f4A5,109.2776415,
erc20,0x6e14790535C04b1A58592FBEe6109D9bc57a51aD,0xc0AFEF712a1341cA78dA145B2AFAd346E8C3574F,107.7981595,
erc20,0x6e14790535C04b1A58592FBEe6109D9bc57a51aD,0xD98695E2FCE07e908c9F523387b1b1f8Eb9d41EC,102.9915275,
erc20,0x6e14790535C04b1A58592FBEe6109D9bc57a51aD,0xE4ea40377D1ecA80c5F6D060A18528f3f73b2B61,100.254717,
erc20,0x6e14790535C04b1A58592FBEe6109D9bc57a51aD,0x795f50722Cf5ad82F78Dda8dC8F7B235332977C3,96.69146671,
erc20,0x6e14790535C04b1A58592FBEe6109D9bc57a51aD,0xf09D1acBF092EC47970a2aA9e16Bc658b2ECf15e,90.22924528,
erc20,0x6e14790535C04b1A58592FBEe6109D9bc57a51aD,0x2848b9f2D4FaEBaA4838c41071684c70688B455d,82.54499204,
erc20,0x6e14790535C04b1A58592FBEe6109D9bc57a51aD,0x17a3831B39cc557296d0C322f9C2D42C0b3A8F3f,82.20886792,
