Wallets,vGHST VLT,Gotchi VLT,Total VLT
0x002d2715b179d0DB3e17cC28317A98F2F65E6884,1.063016455,0,1.063016455
0xc0893fA01108f50fa2A04e2ccEE815376EC56233,1.098639421,84.8279115,85.92655092
0x4F979e912D035d9AD0AbDF8c17E5B7a5a180762b,1.099788842,0,1.099788842
0x3DD1B656fcC459Cc4CF203b53AAAbF8C85181f1d,1.115562592,0,1.115562592
0x47dC446E56D14C5a51fB7cFf0abA7E5433754Be8,1.133925869,8.275893805,9.409819674
0xb19BC46C52A1352A071fe2389503B6FE1ABD50Ff,1.172816808,2.068973451,3.241790259
0xCBf382B27fd7Ef5729EA350a68E44b83e89756f7,1.180670413,0,1.180670413
0xDF001929353D47Be8B50D84206910fAD4C64429f,1.310568845,0,1.310568845
0x31F10E898CA5432c95e287e671BC1EFef8Ce5362,1.329098918,2.068973451,3.39807237
0x9F533Eec49dc2DBbf495F1cD687c2536d424bE07,1.357330001,4.137946903,5.495276903
0xD15eF7Db60B1bbf54D0C9c56496f118adD9Ed02b,1.372637364,0,1.372637364
0x968Fea58d680060ca1C547884eE40a02a8B53c23,1.378489399,0,1.378489399
0x29A4a663C6B44e4a9B49A429ef09bf3eD3FBF9f3,1.397707037,0,1.397707037
0x3d2B23962EBCc882f9f65452658BBBa9Fa72d170,1.45042042,0,1.45042042
0xFCEE120094854fBfdc98cE8a80b8057BDEb928a7,1.479125659,2.068973451,3.54809911
0x28B9667e89e8340b8cFacb35F85D18E2C81006D7,1.481071512,0,1.481071512
0xfa4a45D755eA1c2b72Dd581b3E05dde3bFc13fad,1.593996579,0,1.593996579
0xC81f4eF4Fbb4Fb8E7b92c99bb20E8AfD5D32D50F,1.613144961,0,1.613144961
0xb4D502361a3c6f823EEb9A99Af09E110382206ee,1.628862476,6.206920354,7.83578283
0xaE8e6Cd806Ab8C593984ba275b4a2e45b27986eB,1.65107069,0,1.65107069
0x77f07Ab7B444C7C9FCfAfc76c053A810cD6203CB,1.689623296,6.206920354,7.89654365
0xDbD7744f7dEfBcFFC0A327aE289Ad6345861C467,1.702722486,0,1.702722486
0xAb2e11C99D8830D5d9B2494A565c974595e39eef,1.733574692,4.137946903,5.871521595
0xf5Fe364D18F4a5A53BADCe9a046ba74cfC97f6Fb,1.760742455,2.068973451,3.829715906
0x04E60C358Da4d51DB8c7be369B94039Af465AdFf,1.76576194,0,1.76576194
0x481A2be12532D5CD1295239557168d01C5d09708,1.767401786,4.137946903,5.905348688
0x7a1979A89c39E64b4c2dc6fd87f4f719Ae96a0ec,1.802629719,0,1.802629719
0x1B3c00A967aA935100342eCdf38198E21De1a1CF,1.84233156,2.068973451,3.911305011
0xd362054D9703dE62c985222f40DD8b6b3Ce2D8DE,1.926382703,0,1.926382703
0xA5ba6Ae9CDF56761be100a33DE63363660ef744A,1.939731699,2.068973451,4.00870515
0xc19feA1B78A7E21E77B3160C10e69A3869A7b75A,1.951163419,0,1.951163419
0x9702235d4999201f3Ab13226232942593E84B576,2.173811344,2.068973451,4.242784795
0x750B482C447700D5E17c0b8e6178a54e3769eCE3,2.177489598,0,2.177489598
0xCeeC48581B3145a575508719f45da07dc57fA7ce,2.191297936,68.27612389,70.46742183
0xe5Ae5AAc9A19Ec43aBdd161e95640A1cc12aE348,2.20212962,0,2.20212962
0x4Cd3210Ce0E7AEF75eCFf5475B75034dc328B1d4,2.270656827,4.137946903,6.40860373
0x90B90ed0266711066e3ca74A3C89582ea53De0E9,2.293730859,2.068973451,4.362704311
0xc87e3788764823CEDdD132CA2E697767de5ed4de,2.337097199,0,2.337097199
0xF0Bc763e0A6AF4784a36fa102220FF60eC651f9e,2.44310263,20.68973451,23.13283714
0xbD538A24BeE43033aDFD4EEee99003eFa31c31bc,2.464926784,4.137946903,6.602873687
0x3172aee5e0B47bB23e87db93327F58E06e6A73B6,2.502507956,4.137946903,6.640454859
0x0327d97fE559fb16B3C63D90927487186219283E,2.550014182,0,2.550014182
0xdeba9a360C9da03e5Fb30D617b6d28426E3c7Fc6,2.592812866,2.068973451,4.661786318
0xEd71d7586839Db87Ee8D48454969AB8609f24136,2.674821529,2.068973451,4.74379498
0x9f32B5A3A6A21dF1671c74372F18415CB3FCaca2,2.737973222,2.068973451,4.806946674
0x934dff4d5e1a5138D9863F38ab959b07046Dba45,2.794851145,16.55178761,19.34663876
0x11f11DAFde2eD523CD935184dd28876cE52F1652,3.120250637,2.068973451,5.189224088
0xD8d462958Fe3194cAbb95d502F1Ad7ddcF7E0558,3.14594871,0,3.14594871
0xca247f64eD79B76B2555971B9Eea802C68D1dB2B,3.321139297,0,3.321139297
0x76b4D57A195eD129b28d1e320eD53655EF4750f3,3.465120502,4.137946903,7.603067404
0x2b95890732184B1017cF61cd92B0e42CB8b3CA17,3.521430132,0,3.521430132
0x795f50722Cf5ad82F78Dda8dC8F7B235332977C3,3.52148137,186.2076106,189.729092
