0x4d176E962aF582217eeEf44D3c5a2Aa950e4d3b3,65.573485
0xfa4a45D755eA1c2b72Dd581b3E05dde3bFc13fad,0.253853
0xB8aaFBE4999Ca1057e26DcF7B1470070c3101ba5,0.007941
0x1AB3b23CEE3Fbbcc31c56F7E1A144961E7A7804a,8.451279
0x87a78919AdC0A79303940418A9C35AD7A5F31561,0.019324
0xBa9a2686D2E9B15bc9D4011F018FABb9E299b22b,0.028459
0xDAbA422Dad88d123F975FB5a9663241126DEfBB5,0.078774
0xB16C93cb45553bB442812034981FE44446Fd776B,0.000158
0x741DF195c5c1d860A13AF1A984303feB1cc7F001,0.039428
0x482d63381DeD49C5374C346F38fcb9cD27B5D2Ba,0.000508
0x80adc6DA57e97F33035899962278A5FAfF8492E4,0.000001
0x183bDB344A07Ee3D27f07AC4799A56E4A2fE5439,0.000002
0x1915fd19E19858f815C924Df8D2d6e7065f1e547,0.295674
0x2e7a328c02948A6905361F848344F0b9A643B1d8,0.070984
0x596B74e6111b493167dfb0f570A3c07caAD78E57,1.376107
0x7953bB4AFA683C36396Bee7Dd7d3647cF640B0d2,1.416667
0x442205Df6821E5Fba901C612180cc77E219f4e09,0.002789
0xE7CA372E697edb3ACD2354219d055972C4EE4539,0.000076
0xAC92f8ef4F6E3872D0ef54e6680Be091E0c7A10a,0.609666
0x005f16f017aA933bb41965b52848cEb8ee48b171,0.965045
0x8a26529afDDcf6DB1f54A8F24b6834B0761b7E66,0.203027
0x92E1756d884157Ee7E2BF7608094F11dA1b87b30,0.000100
0xff68FC091392dc0638D8D08896167f51B298C136,0.000390
0x73CB48Cf053B3C50Dd61B07d86617fDb8c070d25,0.071494
0xe3dFF97E14F3a55228ED2F614114bf6b27a7677b,52.292017
0xF981a33484E26Cab32963AA37618c4440Abf67cf,30.158013
0xA7f73316e620382ddbb7bCe83459772eBCD00FA3,6.842478
0x56baBDCA2FBA5C5832A02F282816F82aFf785c44,0.703355
0x9c92C1ef6606396B8dE0D0620A4Dd37f7c0A7527,0.102461
0xf7c668dFCACA968F2cE01226DdB15EEB7210CF1D,0.042390
0xa3a675a81191d1C0406C2e9075A2162424acFFbb,0.007495
0x32f8c8b40b62A73D514E8bE0f58074eDBA533937,2.504131
0x6B0AB64BA82daB64130fCD7dC1E2F803f7aEf730,0.026626
0x947ebecd725e07baC225363F328De957AA5819b3,0.381399
0x8238892095d3BAc5322894e84F349BCd52F843d5,0.007467
0xbA018D9d99714616BaBfA208d2fAA921fa0c2D28,3.675000
0xc92D60af8001b1070CE40337205Af18a0bbED142,0.984426
0xA65BfcB60b3DCCB68Be2F9AF7b53eC6864eD6098,0.316794
0x4Ea6415289Cf688f8A19381e1a9Af213d2510454,6.096652
0xC535e19EeeD3f4A7F56819E77Fb9d31e1A41a0Bc,0.003026
0xB9301C0001065de513aA0cf1bAea9efB58A2E775,2.109127
0xfD9A9bCb6A7f3a26b7D0dE1Cb80458395429cc41,0.014425
0xb7b1Cc940Cc88640089028d4910De22E39e6D117,1.641055
0xC61b244fA2B83eFe9EF91dA7390CA5FC1cbb35B1,3.346666
0x91c2A6EF1FbFcB6C8fBA7f73b4F018271463f6b2,0.003064
0xbcc181046fd96CCaDF0CEBe30D4Ff67D4373A126,29.854377
0x0D3015631c1E642e8Eb35b5A0efcea24A7685603,0.073826
0x3E7e35206Af1DED7B181fDf4DD7076f8801A2259,212.681433
0x39e1C6A9517EB4709B4DB48f49C7d8321DA1AF5A,11.838706
0x92491F20E2E262581451C9EadD583552BBa54cee,2888.027771
0x294C3c4F59b7A422230e59700BC0ae11020Aa1c8,0.009674
0xC5aFc3a0F462C5a387393421b6A253204a3Be8D2,0.008240
0xbf970127652bc887baa8837F84f0D1ca50A706DA,0.231046
0x04f34aAfD1cB080F5ad336532223c3A058B3F0b6,1.742494
0x3c0CDBa6547D1D3f36F9b8ee47809b4B0790ec9E,4.000549
0x8565faab405b06936014C8b6bD5Ab60376Cc051B,34.210909
0x37fD5Ad757C529a88F144d9D5F72dF8AE3083049,0.000082
0x4F46c9D3257D95e35A2441dF2FdF293Af13F47D9,6.536986
0x6523a02072D736535148aa67DB26F80C2E456547,1009.219269
0x0644141DD9C2c34802d28D334217bD2034206Bf7,0.000000
0xC0aEf1759A279CED58223F34E0fe6426610B1bEE,1.356291
0x7Fe4D3F9A56444A7A779d691B1C1c2421c0C9AaB,0.050106
0xa6ab5ca03954E8B2bb54e9006efb8e68824271Fa,10.034222
0x628476231e3A1B1277D7E07C84A6E997BA23a3a7,52.233086
0x79a0E19c6410284598AFf270fCef21cb7827E61E,0.450383
0x9F533Eec49dc2DBbf495F1cD687c2536d424bE07,0.283363
0x46D6d5a5C0cC589AbDDAd248835e608Bc6520a1f,0.983212
0xC4f1e8103323C059c0C3E97bA101C11BeB777958,0.000123
0x64931189b070Fc7C8c80839C8a2d9a10b83082AB,0.020931
0x4eDb4161D16c89b71Aec027930a943c3d4cf0777,0.154908
0xE2C67350D0A0768De07E556073BeeEc0AE86a684,0.083566
0xB71Fb919489092f5262cc39235F1bD18F728Dd4B,0.157205
0xe17b279D3891b48c36ef616a5f70a586E80b5B98,0.009308
0x3967D78660bCBc95c625d58A40C42Ce10bd905D6,0.011173
0xBd617f592d27cFCD015F6d554B2e83133b663182,0.000007
0x3DD1B656fcC459Cc4CF203b53AAAbF8C85181f1d,0.731209
0xA47dc3C86a77a41b9377Fc5f6F6edD1d8F380F41,362.020249
0x25612e8bd7683De22dA45D717D0493B0e96424b4,0.074576
0xaB9786A5e330B50e44579132b8A3Cf7C1c3A9517,0.272412
0x282c8d5CAD767a93e1E042E33E7A15877A8E6A1b,0.000565
0x9351c9f9062091d1c76b05b9446A34Aca2418c68,0.007472
0x4Edf18EF30760e5d6500B789c9Ed37D5CD6B2264,0.043934
0x4961a4c211E482C45b09e02848575324cf86F988,0.010883
0x34Ff77A853A14579d2120Ac08C5e342CEe08AD71,0.343319
0xF6Ce8F4D9aF917823FEe582298810e4F0d947e0E,0.029093
0x31F10E898CA5432c95e287e671BC1EFef8Ce5362,0.000003
0x13B6e59a6209031f205ef0472973f45a059Fc62E,0.002747
