Wallet,vGHST,vGHST VLT,Gotchis,Gotchis VLT,Total VLT
0xD952fB344DDAcC0c0e8c23cc686C10d5Dda11A97,49.86151987,0.064405887,4,4.794544988,4.858950876
0x4c1Fd4e71E38bDaE5cc0dBce263dBb6Be018B6cB,49.85376858,0.064395875,4,4.794544988,4.858940863
0x2718E86f5793Ac08bd3C4A301382E8c1DA2a1e30,44.36252656,0.057302864,4,4.794544988,4.851847852
0x49a338c8A8C92f3f7E5A4700A191bb41595591b2,1884.735212,2.434503472,2,2.397272494,4.831775967
0xeFF1C603739cc71025C23B49C4D661E6b3DF8184,2794.56158,3.609721848,1,1.198636247,4.808358095
0x47dC446E56D14C5a51fB7cFf0abA7E5433754Be8,1.20279E-05,1.55364E-08,4,4.794544988,4.794545004
0x22CAb81E0FEe2bad5b015DbBEB6A374A1B8738de,0,0,4,4.794544988,4.794544988
0x4C2F62d6F34388a8D134907FeA723E7ed902FE22,0,0,4,4.794544988,4.794544988
0xd4d8564BAACe86315F02e91d1AFd54a5979719E3,0,0,4,4.794544988,4.794544988
0xF2c06f90FB58844C09220e01E3116A2293Df6960,0,0,4,4.794544988,4.794544988
0xCBE12068CaB7A49BB9C9746a734dE7A11211A3B1,0,0,4,4.794544988,4.794544988
0xc8d42ec0eA8f543E01bd49199f6a1888AE11023B,0,0,4,4.794544988,4.794544988
0x2c5C5db1847a96d879b6244cce9320508Bf0A61b,0,0,4,4.794544988,4.794544988
0x0584cA5e6C86f8040eD149CBCC2DABcc03084554,0,0,4,4.794544988,4.794544988
0x1E9fb5428855064B5C38E3Ae96Cc9878c573eD53,0,0,4,4.794544988,4.794544988
0x937Df4e3d6dB229A10ff0098ab3A1bCC40C33ea4,0,0,4,4.794544988,4.794544988
0x48A7BEA12A800957113662d27468fD1C9E8D42Aa,1818.120202,2.348457182,2,2.397272494,4.745729676
0x708800fBf7a7e8E65B1D8BBF651c5c32019e7325,2658.673923,3.434196409,1,1.198636247,4.632832656
0xC144e32f2a0DB6507fDdfA630628b80468c05B75,3544.765566,4.578756753,0,0,4.578756753
0x97495531A4073953c39e61a09Cc5B4eD69Da1F2B,3502.60331,4.524295969,0,0,4.524295969
0xB203df26AF3666f4214661f7f903C46EDF9403b0,1527.603717,1.973198426,2,2.397272494,4.37047092
0x00553b963DE06016C68681C9BEE10A79c51c5D8A,1496.399431,1.932891999,2,2.397272494,4.330164493
0xc8728Ae130381EB77Fc9a8b715564B00e83E19Df,2419.038946,3.124661055,1,1.198636247,4.323297302
0xDA9890c4d573fe27f79C0665ae7E740c6a11412F,551.5666403,0.712455995,3,3.595908741,4.308364737
0xaa1158b6bf42C03cA787F71A2f0CbEfBaf98Bb86,1373.780252,1.774505391,2,2.397272494,4.171777885
0x64eD2D64912e45d004a64b0f9F3D759533C395e8,401.7825769,0.518980636,3,3.595908741,4.114889377
0x92CB71850Aa43263EBaAa1E0ED3E78Cb984915Ff,1298.087792,1.676733802,2,2.397272494,4.074006296
0x5F8C61DDf6a4d971866c5923409293fc36A6041a,3146.404376,4.064195507,0,0,4.064195507
0x2bD7716Ce2c43B9c0D58982F5BAC67633bf2E7dC,309.8191964,0.400191976,3,3.595908741,3.996100718
0x001900845643957d031eCdB3c5fd84EF08F6AaCa,1224.396131,1.581546635,2,2.397272494,3.978819129
0xAF777F6ff15de8d50527208d8cbd36576b213f97,282.1925452,0.364506763,3,3.595908741,3.960415504
0x0b6bF854CB7c816518a96317893e43AB219BD365,1179.619666,1.523709089,2,2.397272494,3.920981584
0xF8F94C0733A28919dCFA6C52668C688234359D88,249.5034387,0.3222824,3,3.595908741,3.918191142
0xe02c707c40c9184a5BF6c3AB1ca2609F32989822,3026.046517,3.908729835,0,0,3.908729835
0x995b14DAdC423C93C816D3A96d392A0a3F203304,201.5299297,0.260315248,3,3.595908741,3.856223989
0xca4aD39F872E89Ef23eABd5716363Fc22513E147,2976.986084,3.845358708,0,0,3.845358708
0xCE8Fc6755EfCaf7F85C28901Bca4F4b936591542,171.7948492,0.221906586,3,3.595908741,3.817815328
0x2A254c18F8E1794B05beA298Ae27126Df160b9e0,138.0042417,0.17825942,3,3.595908741,3.774168161
0x1279a8132C775edE3e738cc2A753fFe47d009353,119.636342,0.154533692,3,3.595908741,3.750442433
0xff409F636a82cc1bDac186afC247632b7c8bb5f2,98.72555503,0.127523328,3,3.595908741,3.723432069
0x8FEebfA4aC7AF314d90a0c17C3F91C800cFdE44B,1019.559992,1.316960772,2,2.397272494,3.714233266
0x54966bA0beF2e7aC9E3fD83c7e44C5Fd47B4d8e9,89.06891792,0.115049896,3,3.595908741,3.710958637
0xc31372dB84e456193e72a162928539C8F5999Ff6,80.00007991,0.103335721,3,3.595908741,3.699244463
0x3172aee5e0B47bB23e87db93327F58E06e6A73B6,1002.949178,1.295504663,2,2.397272494,3.692777157
0xb1F56a37738C16D150C9Aaa5441f056e65f4fBD6,997.5611799,1.288545012,2,2.397272494,3.685817506
0xf85e13C32734eA54Ec31BE5C9b3E6ED0ae40cBad,66.70929088,0.086168072,3,3.595908741,3.682076814
0xA839199aC9Ae19b15265659e45C60B67bcA1B477,66.05554855,0.085323637,3,3.595908741,3.681232378
0x552398406EAf406c6a9A52c7D7D3C601E588Dc98,1911.449193,2.469009795,1,1.198636247,3.667646042
0xafae1E9EcD3a355b93960402E875b886f718C55E,968.1708227,1.250581628,2,2.397272494,3.647854122
0x2a08fEcB8AC932cb7d3f6A3A0e434a4B9968DD56,966.3306943,1.248204743,2,2.397272494,3.645477237
0x284aA770c801698e77dbA304c6caADbA6fFDe9ff,27.00008593,0.034875882,3,3.595908741,3.630784623
0x49e37446d862D0E29934aAF51Cdb128f9c9cA4bA,14.88468285,0.019226474,3,3.595908741,3.615135215
0x15aE010DffeC19729A410B82d51337B385a96b95,13.91362441,0.017972162,3,3.595908741,3.613880904
0xcfbc091F167bBa962790E23Ee2DDA557938b8BAf,9.960149771,0.012865478,3,3.595908741,3.608774219
0xadC045001169071580ad97aF8cF5efB7f235A719,0.015849796,2.04731E-05,3,3.595908741,3.595929214
0x65E856C356f0c220fC69C51A66B007748C7596e4,8.32479E-05,1.07531E-07,3,3.595908741,3.595908849
0xaFB2735179C625dD1D199b415a88A32C5D0fcCCE,6.5435E-05,8.45221E-08,3,3.595908741,3.595908826
0x1dce25415D54E6bc694aaFa6cd5e650d28Bb786A,0,0,3,3.595908741,3.595908741
0x76b4D57A195eD129b28d1e320eD53655EF4750f3,0,0,3,3.595908741,3.595908741
0x87cdacBEC845896b11D449884B7430B89060bBa5,0,0,3,3.595908741,3.595908741
0x865aDd835BDFf6d817a23062b1a700Cd8896dEA0,0,0,3,3.595908741,3.595908741
0x8B8B67CD569882e9f200a58e875802e5017D88c0,0,0,3,3.595908741,3.595908741
0x50F27CdB650879A41fb07038bF2B818845c20e17,0,0,3,3.595908741,3.595908741
0x01e6fd0aE73D9194b19f9B376065577927A0D5f5,0,0,3,3.595908741,3.595908741
0x8fF077D2A138C2f6Bd5De99D91BE50Ce4322f312,0,0,3,3.595908741,3.595908741
0xE2dE15659663F7024699E1e573C033e2EFD5bCb1,0,0,3,3.595908741,3.595908741
0xA1958a37C21372482DEfF4618BAEbbeC23C9a449,0,0,3,3.595908741,3.595908741
0x770aaA6828E3659f2D12D6b8CA999D34344385E8,0,0,3,3.595908741,3.595908741
0x1af1f839Bc24CDcb12c2028bA7c0D51B30d10d11,0,0,3,3.595908741,3.595908741
0xdd152203CbAB78e2479fce5820f6a0dA2966735A,0,0,3,3.595908741,3.595908741
0x8A07289E9FFe54f7305875518902efB565d6a207,0,0,3,3.595908741,3.595908741
0xFb6Eb2826A9D7E2003Cd4E6849413F22bd37C294,0,0,3,3.595908741,3.595908741
0xf46405B3A37d6bF67AeD730Bc512Db67FC1D19c9,0,0,3,3.595908741,3.595908741
0xe54bee8258A2fE65095516f199034a08C02E35fE,0,0,3,3.595908741,3.595908741
0x300010ded7B789Ab5764BB52ddE82edD6D29908d,0,0,3,3.595908741,3.595908741
0x79a0E19c6410284598AFf270fCef21cb7827E61E,2783.207311,3.595055592,0,0,3.595055592
0x8E13649613B774Ab67D1C1eDfc22a2202270fD81,2721.542298,3.51540319,0,0,3.51540319
0xEc503C9FAC9ccc823ab7F7cebe8953d7ee4CC5AC,832.0103764,1.07470383,2,2.397272494,3.471976324
0xDBD30B8A960264a5d0aF925666199320AE3e629d,2675.930624,3.456486808,0,0,3.456486808
0x4C5d1029C2c64fC6477529d5A391cA667a514B4C,1745.483176,2.254632283,1,1.198636247,3.45326853
0x2717C5753df40110905921D77A64c921E1467221,810.9357434,1.047481827,2,2.397272494,3.444754321
0x73719C0C85a430aB716bafC6A2A6768e40F7D334,2537.376597,3.277517234,0,0,3.277517234
0x84820DE436C3ACc9412e43FFE571737113718269,670.1780233,0.865665752,2,2.397272494,3.262938246
0xeDD0d71F2b7703E1642ea83d8A6f9790aCda1fdA,648.3155417,0.837426089,2,2.397272494,3.234698583
0xaC21Ba42297Bc030e730A5cDb0aDC962DA149691,1574.289213,2.033501859,1,1.198636247,3.232138106
0x4Cd3210Ce0E7AEF75eCFf5475B75034dc328B1d4,639.8530761,0.826495163,2,2.397272494,3.223767657
0xe5Ae5AAc9A19Ec43aBdd161e95640A1cc12aE348,2486.030613,3.211193871,0,0,3.211193871
0x4a47096E0dDD4EEd05eF00f0F081bc7700c6DD75,627.8936486,0.811047227,2,2.397272494,3.208319722
0x3787Eea0767fE73d272aD543651Ada3F4dad8279,2476.589003,3.198998188,0,0,3.198998188
0x4E90A671bE25dc57EaA83391F2F60eF0e6c3c1f8,1460.222992,1.886163065,1,1.198636247,3.084799312
0x3A631b481a1B225e32D20C28BB531587e9F32dA0,1447.614529,1.869876774,1,1.198636247,3.068513021
0x481A2be12532D5CD1295239557168d01C5d09708,510.0075914,0.65877437,2,2.397272494,3.056046865
0x62eD8ea00796e46fDf8E1f5F84fE51484BF3daEf,2357.771199,3.045521798,0,0,3.045521798
0x04E60C358Da4d51DB8c7be369B94039Af465AdFf,497.5777032,0.642718743,2,2.397272494,3.039991237
0x8bA89f1c8e3D7543E1D74a82e0388373F28C36bA,414.5059435,0.535415348,2,2.397272494,2.932687842
0xE1bCD0f5c6c855ee3452B38E16FeD0b7Cb0CC507,412.4545324,0.53276555,2,2.397272494,2.930038044
0xc15E011B8E117FbA8cC241C70950fC79f515AB3E,1335.350007,1.724865227,1,1.198636247,2.923501474
0x8e2F7D5aAAE5ABbD5052aCb74019b9b11cb74349,2250.053501,2.906383362,0,0,2.906383362
0x518a8463FFFf4435431d889E507Fa1a9E1c34502,378.1911448,0.488507696,2,2.397272494,2.88578019
0x4958CE329Ed1Eb97e02c59cB847c692941081219,1290.109032,1.666427675,1,1.198636247,2.865063923
0xaA99157856D8785C3A0BAB85F070766554A1d882,344.2414938,0.444655094,2,2.397272494,2.841927588
0x31849CbcD3Ab8835455296CCDf77AD78AF99196e,2194.896677,2.835137555,0,0,2.835137555
0xd6715f048B7812F6fcFd04a84CcE9F391968e705,329.8438072,0.426057671,2,2.397272494,2.823330165
0xb19BC46C52A1352A071fe2389503B6FE1ABD50Ff,329.4043658,0.425490046,2,2.397272494,2.82276254
0x0464349e7012a83C965D672E9eca3896A1260624,317.8048704,0.410507033,2,2.397272494,2.807779528
0xC0fca04Ff8721462c53d848610818b25427B5b29,315.0410425,0.40693701,2,2.397272494,2.804209504
0x482d63381DeD49C5374C346F38fcb9cD27B5D2Ba,303.0299506,0.39142234,2,2.397272494,2.788694834
0x9b328488a8f0fa20628bb959769F0BA78de06466,2154.470929,2.78291981,0,0,2.78291981
0xD8dB8f3369EFAFb47175e9078B83D6C4f724BD5d,296.4919973,0.382977297,2,2.397272494,2.780249791
0x6877FdEAC0d0D5d61B4cA3BBd42501a2fF02c144,1189.354682,1.536283763,1,1.198636247,2.73492001
0xDd942254826C63E9B45748228DB7DfF54263Cd2B,2116.842807,2.734315745,0,0,2.734315745
0x34263200f4236Aa7f6E1DF98e87aF7df1210F3aD,1188.686282,1.535420394,1,1.198636247,2.734056641
0x697203445B51cc43664EeB8D87dB3117425b3F52,259.5246481,0.335226749,2,2.397272494,2.732499243
0x97131894a68066f467d81760FA71E851c9a8623b,1183.151862,1.52827161,1,1.198636247,2.726907857
0x2FAf55a544c5F73666438BC185aeCC9D685E6E3C,250.6097973,0.323711478,2,2.397272494,2.720983973
0x34Ff77A853A14579d2120Ac08C5e342CEe08AD71,2105.11351,2.719165067,0,0,2.719165067
0xa49E4b4d21Fd95aa309B9bF3a4550AFf55A28786,241.5615865,0.312023948,2,2.397272494,2.709296442
0xEd71d7586839Db87Ee8D48454969AB8609f24136,1168.825718,1.509766598,1,1.198636247,2.708402845
0xD147F5D14D5542A128fd1245Af8987298Ee9963D,233.7739856,0.301964741,2,2.397272494,2.699237235
0x25955561740Ee18502B1A329a664C2Cd77B23e48,1131.325336,1.461327533,1,1.198636247,2.659963781
0xA11f19D27A73C6dfb7A700175357c1dedf79367D,201.1620646,0.259840078,2,2.397272494,2.657112572
0x90b29f03B7b35326d72c83E414F200FF8B204CcB,197.1724213,0.254686675,2,2.397272494,2.651959169
0x3e05FC835a92fa1AD481C623d1F5097BFd55Bb18,163.6456828,0.211380347,2,2.397272494,2.608652841
0x56f820BC0bB5326C74b804CEbAA37C3EE7524f8E,147.2702778,0.190228315,2,2.397272494,2.587500809
0xBb46A8ee4315a37C56AEcE45783045722dFD72a7,1992.884401,2.574199264,0,0,2.574199264
0x551d3A37E1613E8b21f2AD613A01Bf97ec2d2389,118.3525275,0.152875395,2,2.397272494,2.550147889
0xaA983Fe498c300094B708c3B48deDE9bd91A0183,100.7089389,0.130085255,2,2.397272494,2.52735775
0x7909759B82EB27aB3Cc886C5f3fCE3A72a565b39,99.69133685,0.128770824,2,2.397272494,2.526043318
0x2fa37cb96c19E9B1F9aD060AEd00C0CFC727AE39,99.38538418,0.128375626,2,2.397272494,2.52564812
0x5dA5F4c020f856aBdB168fd35c957D6006ba2edE,98.58485198,0.127341583,2,2.397272494,2.524614077
0x1CBd483CDa3AeADCC668be6e1252B01Bf3824411,98.24695184,0.126905119,2,2.397272494,2.524177613
0x445ba6F9f553872Fa9cDC14F5c0639365b39C140,96.95406926,0.125235108,2,2.397272494,2.522507602
0x65C2433Db1FB9e6EAb8be06460D599B3AB645D58,1942.789634,2.509492092,0,0,2.509492092
0x72f412C983d8bbFb8D3896E31B470a03c47DE953,52.49407058,0.06780634,2,2.397272494,2.465078835
0xBe9e265c78a22e31d6a41Fc2710D9590ED2d5a96,49.35841239,0.063756026,2,2.397272494,2.46102852
0x748a9FB91ADE6d9CD48AB1D1AF6F4c27620B703C,1895.063071,2.447843919,0,0,2.447843919
0x0b788B9010252F7ec849E436ad94e8Bf0BA327b2,29.61749076,0.038256771,2,2.397272494,2.435529266
0x735DDe08A1D36939DA610CE5B7b9688db97234Bf,29.616551,0.038255557,2,2.397272494,2.435528052
0x59F76c18a614085E16A0B9e8455b8999f76b0DCa,956.9841819,1.236131898,1,1.198636247,2.434768145
0x80E7E06F096380DD0D3f9ceC4fDEcE370DB4CDbD,24.72399946,0.031935872,2,2.397272494,2.429208366
0x2994d42Ff4547f5C88F97FE3c11e4c97f85A0283,23.72484386,0.030645268,2,2.397272494,2.427917762
0x505d867c40931Bf56393F23CFA766fff8FA406e3,20.43216756,0.026392133,2,2.397272494,2.423664627
0xF18da6a854c715e2a6Cc74C3f12c9c2417ee3312,13.05921887,0.016868531,2,2.397272494,2.414141025
0x0030B9F1925408D79be83C7cecfffdbACb638e9B,12.26953432,0.015848499,2,2.397272494,2.413120993
0x73c65A848607560345d363848a94862cdD26a3d4,10,0.012916952,2,2.397272494,2.410189446
0x826088b7174bd1f07BeCf359025Fa751E6AC11CB,9.908786089,0.012799132,2,2.397272494,2.410071626
0x3b66bcA9b58ACb2e0894654f27EDC96fa1b6B0F1,7.883562831,0.01018316,2,2.397272494,2.407455655
0xbF7a2633cc06F9bd31fc523ba42860Cd266F97bA,3.944069743,0.005094536,2,2.397272494,2.40236703
0xa275d3995032B468898c6AA80E132a307ac086D7,0.986680071,0.00127449,2,2.397272494,2.398546984
0x22afACf0338dB23D9DEE2ECE5399ec6b24ac8Ab4,0.803735839,0.001038182,2,2.397272494,2.398310676
0xbFf36B0e434F7DDd28c523571c3B9F93f60132F6,9.55982E-05,1.23484E-07,2,2.397272494,2.397272618
0xf0Ecf448C3817Bd9bfc2D0D0dC41Ef568367506B,9.47454E-05,1.22382E-07,2,2.397272494,2.397272617
0x5CD4EF55C339ef01f79f494c0a568df90699Aa22,6.32638E-05,8.17176E-08,2,2.397272494,2.397272576
0xE9bb842F4535fB16aeFd984C4C06e97E55a50318,2.13867E-05,2.76251E-08,2,2.397272494,2.397272522
0xCF0398faD70f35fF434CAe043C5696bbf92B6baF,0,0,2,2.397272494,2.397272494
0x4738c8b9e0d7b48db4056BF017D2F90b2319630d,0,0,2,2.397272494,2.397272494
0x7784981924567c0AA2c0c3e17ce9b1eE309E5701,0,0,2,2.397272494,2.397272494
0x5B71ab89a74Eb8515585bf100A69BcF12F9eaA3b,0,0,2,2.397272494,2.397272494
0x2F1eA6322C976925F5121674196a364c05A2Eec9,0,0,2,2.397272494,2.397272494
0x86137e70bB6B57462230477BbCD923B0E3ec5054,0,0,2,2.397272494,2.397272494
0x9319674B4532aCb79B45831D8f2380A80867a445,0,0,2,2.397272494,2.397272494
0x6C522c94c3f5b213Ccf3298e03D5C947b760a2cB,0,0,2,2.397272494,2.397272494
0xE7c8712fC60B20693046c71E5012801eaAfc7217,0,0,2,2.397272494,2.397272494
0x72Da31304a7245195f4f4cB3bd7607e08fF9648B,0,0,2,2.397272494,2.397272494
0x5173b8EA30cbCfFa8e049B762f2D1a92c21b02C9,0,0,2,2.397272494,2.397272494
0xf3Fbb2c0A711529eF9b81fE59a5Ef5b8f1E0eB27,0,0,2,2.397272494,2.397272494
0x4DDcDC7404233772A8887fA89bfB4ae41B47a087,0,0,2,2.397272494,2.397272494
0x3FD60F2fE62BA9cA4816dB450fe8B2054a6A39B3,0,0,2,2.397272494,2.397272494
0x1035fEE7621a4a902D75094aBd2E378e64B4b6cE,0,0,2,2.397272494,2.397272494
0xC44F63485Ed5A23FbEEaE300adCA6a08A506aEF1,0,0,2,2.397272494,2.397272494
0xf7ea3A3aa86aA4E8877D1B93C554AaA55694CFEA,0,0,2,2.397272494,2.397272494
0xbfD82bD44b3DF57B26e29770D0c8f1690f1c49F1,0,0,2,2.397272494,2.397272494
0x7aa7a54D58C8b2F2a8559301C880d3cEd10B7e55,0,0,2,2.397272494,2.397272494
0x4dC5Ea211E424cE66dD451A7Ac3BfdB99eb1889B,0,0,2,2.397272494,2.397272494
0x15af88de8616dabF0e67589fe4Ec172191346176,0,0,2,2.397272494,2.397272494
0xB6e6172a1CAF201C1FDE4f111b67A4b857DeF0bA,0,0,2,2.397272494,2.397272494
0xe4174066e7dE8D09F9E661EB03D9d4A632e896b5,0,0,2,2.397272494,2.397272494
0x2b4aC053Dd77071069a773f5029b6bE396Ba49E9,0,0,2,2.397272494,2.397272494
0x5226B67C95358AFEE1D3FD44512fB68e6329c7Ca,0,0,2,2.397272494,2.397272494
0x402C2A801aFbB6641c19FD0FC8fe6282D53D137F,0,0,2,2.397272494,2.397272494
0xbC1443c470c6130ed1052748e179fd313E5f20F4,0,0,2,2.397272494,2.397272494
0x0998460853aBFa4D8ef6F2591AabeAE4D060Fb93,1843.845698,2.381686683,0,0,2.381686683
0xba96a2ba89eA249148ee599d2BBcD669DE94d4B6,1820.853504,2.351987775,0,0,2.351987775
0x11f11DAFde2eD523CD935184dd28876cE52F1652,887.3541327,1.146191096,1,1.198636247,2.344827343
0x6D881ED51C6e660a44901A81BE6363B68F5d8A37,1796.806442,2.3209263,0,0,2.3209263
0x1AF8AF5ab89536BDeC74F51676ae24fA7E70C21b,1731.482077,2.23654713,0,0,2.23654713
0xA9bEA5C0C25E4D02d56CBFE9A7564c3CcF599617,780.0659609,1.007607476,1,1.198636247,2.206243724
0x9f32B5A3A6A21dF1671c74372F18415CB3FCaca2,771.539128,0.996593407,1,1.198636247,2.195229654
0x002d2715b179d0DB3e17cC28317A98F2F65E6884,1686.345027,2.178243818,0,0,2.178243818
0x4572581Fc62D4477B9E11bb65eA8a1c306CbBa3D,755.9910713,0.976510057,1,1.198636247,2.175146304
0xC83d2035094E05D7a83BeA5f92480aBB3577228B,1683.824788,2.174988437,0,0,2.174988437
0xE1e92C34B4a26e95da314D818b5D904eFB3961bD,741.628322,0.957957762,1,1.198636247,2.156594009
0xdeba9a360C9da03e5Fb30D617b6d28426E3c7Fc6,730.6340916,0.943756567,1,1.198636247,2.142392814
0x3E35fAAE5FB365cad9fA38e54784B98567A6d765,725.1667186,0.936694387,1,1.198636247,2.135330634
0xBfBD59C39f83068Ebe8EF181B927B85400222292,671.4705788,0.86733534,1,1.198636247,2.065971587
0x0091c05a50EF584F09c5C8B813a207198643788a,1596.873337,2.062673663,0,0,2.062673663
0xB728311c5557f82050CDa1bbE98DfF6595BE969a,1595.746219,2.061217771,0,0,2.061217771
0xb910119F8B1838A95F9fbcF575E51e1E72469517,1582.453457,2.044047574,0,0,2.044047574
0xad6034C145530682eD7643478b6678e2E2bBaad6,642.854067,0.830371528,1,1.198636247,2.029007775
0x62B5c94aF16F8b5b53BEd8DA61ecB5Ba41C14931,633.9939567,0.818926966,1,1.198636247,2.017563213
0xd54099EFee4180C868FaeA08F98B8bFb4730238F,1549.906547,2.002006885,0,0,2.002006885
0x157DD18CF70815dF7c25948ced9760aA61f6DF17,1545.730849,1.996613156,0,0,1.996613156
0x9702235d4999201f3Ab13226232942593E84B576,612.5627873,0.791244427,1,1.198636247,1.989880674
0x2b62Cb060e78500B482a02aCc7a111b62d46E5A9,1535.933389,1.983957823,0,0,1.983957823
0x7a1979A89c39E64b4c2dc6fd87f4f719Ae96a0ec,607.1754211,0.784285592,1,1.198636247,1.982921839
0xF79C329A2EB7e98E58a24178777b72Eb64306298,1531.625887,1.978393844,0,0,1.978393844
0xa4dDA080E000478EB51C5a9e1122f98Ca76ebD8E,1523.991426,1.968532447,0,0,1.968532447
0xc9c026d92314aaA032cf493DB1058B143DBf9AFF,595.5901616,0.769320967,1,1.198636247,1.967957215
0x6B2D4ac2655c55712340d071d9Bb030eB293e3E1,1523.344954,1.967697403,0,0,1.967697403
0xbed58fA67Bd966A40460b42f065DccCb0fD4fE4f,573.8558691,0.741246886,1,1.198636247,1.939883133
0xe3dFF97E14F3a55228ED2F614114bf6b27a7677b,1478.166188,1.909340206,0,0,1.909340206
0x0AE57350662045c32B34f3b1E70C36E4EF1502E2,548.6596106,0.708700999,1,1.198636247,1.907337246
0xA5ba6Ae9CDF56761be100a33DE63363660ef744A,544.6010008,0.703458512,1,1.198636247,1.902094759
0xbC5e6cF484D1317ee285a1A441149657fA424a7d,542.5873006,0.700857425,1,1.198636247,1.899493672
0x6C78583d25A1bb5C39A87c7BDe2cCC82870277A4,1465.804666,1.893372888,0,0,1.893372888
0x8728a49fE293A20345826493D9a82Bc9CF1953af,531.5690614,0.686625218,1,1.198636247,1.885261465
0xde46215e67d35972f4C880D59969DD08a4c9fA28,488.5453508,0.631051697,1,1.198636247,1.829687944
0xFCEE120094854fBfdc98cE8a80b8057BDEb928a7,416.8058737,0.538386157,1,1.198636247,1.737022404
0x15c88F7371C57D4B8aC2F97d10eaC8fcEA298E56,397.8652635,0.513920661,1,1.198636247,1.712556908
0xfE3f16B1cB7CE908B5386F6643a691526d2a0A84,394.6660072,0.509788197,1,1.198636247,1.708424444
0x9ded7B691962446704C7bD7D0dfb1F028a2a52F1,387.6693866,0.500750695,1,1.198636247,1.699386942
0x88d5EB1993dD04bf2175f940e64fD49A90D13F8b,386.4514293,0.499177466,1,1.198636247,1.697813713
0x18829e507e072aF3697eD1A33a6d8D53a86f11a9,1313.696871,1.696895975,0,0,1.696895975
0x31F10E898CA5432c95e287e671BC1EFef8Ce5362,371.9639706,0.480464085,1,1.198636247,1.679100332
0x7F63921D9faC69a6824dd3Ef5fB8E1A89fcc984D,363.3356464,0.469318919,1,1.198636247,1.667955166
0xf5ED909Ff51045A4c1a8fc194809108a6F33d656,355.7269283,0.459490774,1,1.198636247,1.658127022
0x9720bB804ACA0a01BFF95AF749B34eCA59eD5fb4,346.1752884,0.447152967,1,1.198636247,1.645789214
0xF981a33484E26Cab32963AA37618c4440Abf67cf,1248.647577,1.612872113,0,0,1.612872113
0x4Faf6D6819A7f9085bA6587b867Ec6ac20aC6641,319.4678812,0.412655136,1,1.198636247,1.611291384
0x7dA08FBa7A69c67c0D06fD433aF0C53F9c75CeE8,314.5318274,0.406279259,1,1.198636247,1.604915506
0x6d96f02af1b8701E831A05AB273B75C6E2F02D1d,1228.703366,1.58711027,0,0,1.58711027
0xDDf86597aFF5c826643BCed8eF0b84b10a2847aB,296.5294,0.38302561,1,1.198636247,1.581661857
0x3BaC1185Ce631D2AfF051C4894BeAf4071be1993,296.1579324,0.382545787,1,1.198636247,1.581182034
0xcBeF46a7Cbe1f46a94ab77501EAa32596Ab3c538,290.0110094,0.374605836,1,1.198636247,1.573242083
0x605572243c30Af7493707C9c8E8aA2Ee25537e9A,1215.527054,1.57009049,0,0,1.57009049
0x4F086538EA410fe7aD1fd369E586cf39DCCA024D,285.1118178,0.368277573,1,1.198636247,1.566913821
0x98289029B0d4bB73Ead9Eb1A3300eD724Fcf6779,283.8080052,0.366593445,1,1.198636247,1.565229692
0x507F0F88f638AA8a9b26a954A1e0aB680F663D4a,280.8297909,0.3627465,1,1.198636247,1.561382747
0xdE312Cc0910EB6b6a30e9Ee0c9C4A08c40CD2265,279.1229144,0.360541736,1,1.198636247,1.559177983
0xbA5589313Ee771863f923AaEde36027901364AA7,259.18771,0.334791527,1,1.198636247,1.533427774
0x68CC67e6899bE5a34002091449CB8860B132cCA3,1181.505782,1.526145376,0,0,1.526145376
0x178379B4BbA3B5ACab18BEbb9E03abBd899827F8,246.471284,0.31836578,1,1.198636247,1.517002028
0xC5c60f47F3Cb3A335474EEb69009d611C040B7A6,218.7921861,0.282612822,1,1.198636247,1.481249069
0xb86737F3b14dE6eB7970e2D440B0ad91cb008133,210.3460391,0.271702974,1,1.198636247,1.470339221
0x7BcEc44C7486143Ee875103De66006047CaE8Df7,203.7299295,0.263156977,1,1.198636247,1.461793224
0xdd3Fb1acB6d176852e70aA736E9Ef11Ec6D2B251,1129.292744,1.458702045,0,0,1.458702045
0xedfb6Cd3069fe177C1cBe63C066Cae12D754d124,199.3873214,0.257547651,1,1.198636247,1.456183898
0x546c1528319f9Fc621F5752D98690f28293a5c1D,198.5314518,0.256442128,1,1.198636247,1.455078375
0xFab500061E63E30baBDEb3ffAD296d761A52D7b8,1119.017175,1.445429141,0,0,1.445429141
0x9E3e4F6535C7d20853a271f4F45A81fDED8C7DAA,175.9286439,0.227246189,1,1.198636247,1.425882436
0x78B3367B0F547Cd16Bac453F788956AfcE92447B,174.7251547,0.225691648,1,1.198636247,1.424327895
0xe73B5632eE888fDC43C1E95885d746FfCeF07b16,160.0397512,0.206722582,1,1.198636247,1.405358829
0xCDab759A1D97C166de67f2826b1eF276b04a31C2,159.8496603,0.206477043,1,1.198636247,1.40511329
0xa23B4bc39070Fdb30779F3e587B720fefEF328EC,159.3715321,0.205859447,1,1.198636247,1.404495694
0x4bd69A8Ceb37b52Aa03dF9eE80A58f94d6A1fB33,154.8831582,0.200061836,1,1.198636247,1.398698083
0xf929a6e76b4Bed6D81bcD58E0aC2991854892214,153.1084265,0.197769423,1,1.198636247,1.396405671
0x585E184Dc84968F83e5702659e7e4546545979C0,152.2221478,0.196624621,1,1.198636247,1.395260868
