Wallet,vGHST,vGHST VLT,Gotchis,Gotchi VLT,Total VLT
0x329c54289Ff5D6B7b7daE13592C6B1EDA1543eD4,566540.2167,651.3583933,32,33.17697561,684.5353689
0xd281F988242C900d67fF2aafABe683B8004Ee778,275600.6463,316.8615199,170,176.2526829,493.1142028
0x6Cf9AA65EBaD7028536E353393630e2340ca6049,344233.2992,395.7693418,0,0,395.7693418
0x84Ef9d47a2B1cbFC2F011F886287Ef44F08c80ab,246367.2218,283.2514851,0,0,283.2514851
0x4a39beD3F97ac8e4774b7407dE7090E7A1050A69,212053.1592,243.8001769,27,27.99307317,271.7932501
0x7BFEe91193d9Df2Ac0bFe90191D40F23c773C060,177216.5574,203.7480989,1,1.036780488,204.7848794
0x60eD33735C9C29ec2c26B8eC734e36D5B6fa1EAB,0.003814781,4.3859E-06,185,191.8043902,191.8043946
0x8E3d6c8F591d73eBcF79810ebC4b3aDF829d2fB6,1405.858263,1.616332879,172,178.3262439,179.9425768
0x156E6C5a2Fac34bB2Fcf2Ac1bbAA0E75BDE3aC4F,16148.00679,18.56556595,146,151.3699512,169.9355172
0x9289e0156d908EDBfa616bc08f99b0AD77a55e05,2419.515897,2.781747775,150,155.5170732,158.2988209
0x60c4ae0EE854a20eA7796a9678090767679B30FC,908.2309324,1.044204495,144,149.2963902,150.3405947
0xF17fAf9978B2F0087E6c78553Ede42D15abF76c5,66732.74684,76.72347607,65,67.39073171,144.1142078
0x0c251946301468086e557760F55f2e0622Ef5FFa,100659.197,115.7291414,25,25.9195122,141.6486536
0xbb73548A0e6F839fb58e9D59969Ba6AEdEcDF5f1,49962.45202,57.44245777,71,73.61141463,131.0538724
0xc0AFEF712a1341cA78dA145B2AFAd346E8C3574F,91682.83703,105.4089077,19,19.69882927,125.107737
0x6021DB23296793f8D1e9CdF710b29356DAD1f4A5,0,0,109,113.0090732,113.0090732
0xE4ea40377D1ecA80c5F6D060A18528f3f73b2B61,4.78617E-05,5.50272E-08,98,101.6044878,101.6044879
0x6994ba66FD6789044c4aD43786CC16840d099C8a,2325.284795,2.673409095,95,98.49414634,101.1675554
0x795f50722Cf5ad82F78Dda8dC8F7B235332977C3,1079.179422,1.240746117,92,95.38380488,96.624551
0x2848b9f2D4FaEBaA4838c41071684c70688B455d,55297.57843,63.57631952,29,30.06663415,93.64295366
0xf09D1acBF092EC47970a2aA9e16Bc658b2ECf15e,0,0,90,93.3102439,93.3102439
0xF0Bc763e0A6AF4784a36fa102220FF60eC651f9e,32999.13616,37.93952075,38,39.39765854,77.33717928
0xae79077D8d922d071797a7F8849430Fed488c005,0,0,70,72.57463415,72.57463415
0x17a3831B39cc557296d0C322f9C2D42C0b3A8F3f,0,0,64,66.35395122,66.35395122
0xC76b85Cd226518DAF2027081dEfF2Eac4Cc91a00,36569.97872,42.04496323,23,23.84595122,65.89091445
0xc0719b1040f7f8e904A6509F99335656C1d881eD,37722.25917,43.36975452,21,21.77239024,65.14214477
0xCd8Eddd0A27047D53D65f23D483A8A169D54526B,38638.58672,44.42326779,19,19.69882927,64.12209706
0xd757f002d43DcB8dB9A4E43A8350Aa8cCcdC4e4f,0,0,60,62.20682927,62.20682927
0xF381896eb9280dCb2099523149D42F7b1Ed43E9A,53066.8093,61.01157627,0,0,61.01157627
0xdb9d281C3D29bAa9587f5dAC99DD982156913913,49665.50985,57.10105963,1,1.036780488,58.13784012
0x0c1fD8441C36b288eC0F77E12cA8bA27a27b28bF,49376.12505,56.76835029,1,1.036780488,57.80513078
0xca4aD39F872E89Ef23eABd5716363Fc22513E147,27596.21019,31.727709,21,21.77239024,53.50009924
0x07A009e9E98649Bff954cf3032ceB3E21E020f49,162.4971686,0.186825033,51,52.87580488,53.06262991
0xf2B9ec5724dC97362A53907c0b4cc0AA72369e63,44803.17139,51.51076811,0,0,51.51076811
0x2c123fc5C27888571CD525e8ae9b0c5ff848386D,161.5313264,0.185714592,47,48.72868293,48.91439752
0xa33Aa58FD2795eA89a84C19CACDad50915194980,0,0,46,47.69190244,47.69190244
0x0BAD4eBfF09CEd8dFffC2D99eA04108E1AfAb8b2,25605.22386,29.43864703,17,17.62526829,47.06391533
0xF1E34bdc4D2316f27a5A61E2d5679292Faf67A4f,40000.00424,45.9885066,0,0,45.9885066
0x79bF225FBfd40f78B1878A6d1EeC1Bb03dF92AeB,0,0,44,45.61834146,45.61834146
0x0Bb75bEf057da63a0ae4B25fe9aDaFd35cd92B87,358.2525805,0.411887485,43,44.58156098,44.99344846
0x2957dFa6C3CD17810E6F77Fd9b14aF1F27fdACc5,35589.61001,40.91782103,3,3.110341463,44.02816249
0xc0893fA01108f50fa2A04e2ccEE815376EC56233,309.5878709,0.355937058,41,42.508,42.86393706
0x02AEe0CE756fa0157294Ff3Ff48c1Dd02ADCCF04,16229.34786,18.6590848,23,23.84595122,42.50503602
0xdf631777df4DebcBcd647e85bdcB868b43663BA0,183.2056714,0.210633858,40,41.47121951,41.68185337
0xD98695E2FCE07e908c9F523387b1b1f8Eb9d41EC,0,0,40,41.47121951,41.47121951
0x76A5Df896413F3B566d07da5AF44326C0f54a25b,7979.162384,9.173743075,30,31.10341463,40.27715771
0xbbA31530Cd8e112be845da468B72fbbFE739387A,12392.20057,14.24746843,25,25.9195122,40.16698063
0x5d5D7CA38EB488F49DD700c786a1b7Baa31b4486,22206.2377,25.53079002,14,14.51492683,40.04571685
0x4177a5c0E2369F6830A4c3825aFc8fB3Dd47790D,19985.70626,22.97781717,15,15.55170732,38.52952448
0x7af4922fc22037D573e889201bE7C38E42f22220,18991.4006,21.83465148,15,15.55170732,37.3863588
0xCeeC48581B3145a575508719f45da07dc57fA7ce,2471.080061,2.841031741,33,34.2137561,37.05478784
0x62C239F8f0999De6BBee0704bc888bE30A248C0A,30132.00179,34.6431404,0,0,34.6431404
0xd553294B42bdFEb49D8f5A64E8B2D3A65fc673A9,0,0,32,33.17697561,33.17697561
0xe1adF48dFe386515e717977D0a30F01af289Ee30,15328.19182,17.6230144,15,15.55170732,33.17472172
0xa532F169ceE0e551D4Da641031Ac78fd85461035,28703.24491,33.00048069,0,0,33.00048069
0x3C25AE7daE49b3c24439549928BfC1DF60A0aD20,0,0,31,32.14019512,32.14019512
0x66ab6A57322aC5FD7026662675Db0E83307e025E,0,0,31,32.14019512,32.14019512
