Wallet,vGHST,vGHST VLT,Gotchis,Gotchi VLT,Total VLT
0x329c54289Ff5D6B7b7daE13592C6B1EDA1543eD4,558091.0489,538.556829,32,38.29745585,576.8542848
0xd281F988242C900d67fF2aafABe683B8004Ee778,259901.4386,250.8044071,169,202.2584387,453.0628458
0x6Cf9AA65EBaD7028536E353393630e2340ca6049,374233.2992,361.134441,0,0,361.134441
0x60eD33735C9C29ec2c26B8eC734e36D5B6fa1EAB,99231.29381,95.75801483,185,221.4071666,317.1651815
0x6994ba66FD6789044c4aD43786CC16840d099C8a,144035.431,138.9939243,92,110.1051856,249.0991099
0x4a39beD3F97ac8e4774b7407dE7090E7A1050A69,226380.5909,218.4568512,22,26.3295009,244.7863521
0x84Ef9d47a2B1cbFC2F011F886287Ef44F08c80ab,246367.2218,237.7439129,0,0,237.7439129
0x9289e0156d908EDBfa616bc08f99b0AD77a55e05,0,0,150,179.5193243,179.5193243
0x60c4ae0EE854a20eA7796a9678090767679B30FC,908.6559234,0.876851284,144,172.3385513,173.2154026
0x7BFEe91193d9Df2Ac0bFe90191D40F23c773C060,177309.5574,171.1033947,1,1.196795495,172.3001902
0xF17fAf9978B2F0087E6c78553Ede42D15abF76c5,80646.54103,77.8237628,64,76.5949117,154.4186745
0x8E3d6c8F591d73eBcF79810ebC4b3aDF829d2fB6,1405.858263,1.356650621,126,150.7962324,152.152883
0x6021DB23296793f8D1e9CdF710b29356DAD1f4A5,0,0,110,131.6475045,131.6475045
0x156E6C5a2Fac34bB2Fcf2Ac1bbAA0E75BDE3aC4F,16220.82997,15.6530709,92,110.1051856,125.7582565
0xE4ea40377D1ecA80c5F6D060A18528f3f73b2B61,0,0,100,119.6795495,119.6795495
0xc0AFEF712a1341cA78dA145B2AFAd346E8C3574F,88351.25176,85.25879438,24,28.72309189,113.9818863
0x17a3831B39cc557296d0C322f9C2D42C0b3A8F3f,0,0,82,98.13723061,98.13723061
0xd757f002d43DcB8dB9A4E43A8350Aa8cCcdC4e4f,23380.02313,22.56167904,60,71.80772972,94.36940875
0xbb73548A0e6F839fb58e9D59969Ba6AEdEcDF5f1,47790.0808,46.1173395,40,47.87181981,93.98915931
0xBfe09443556773958bae1699b786d8E9680B5571,95259.39584,91.92514064,0,0,91.92514064
0xD98695E2FCE07e908c9F523387b1b1f8Eb9d41EC,44069.71767,42.52719597,40,47.87181981,90.39901578
0x2848b9f2D4FaEBaA4838c41071684c70688B455d,55304.71179,53.3689445,29,34.70706936,88.07601386
0x795f50722Cf5ad82F78Dda8dC8F7B235332977C3,2347.538128,2.265369948,70,83.77568467,86.04105462
0xbb7F88d4230e817C38B5f2c2c4eE30eF796e12bc,83999.819,81.05966983,0,0,81.05966983
0xC76b85Cd226518DAF2027081dEfF2Eac4Cc91a00,47500,45.83741206,28,33.51027387,79.34768593
0x2c123fc5C27888571CD525e8ae9b0c5ff848386D,15161.53133,14.63084966,47,56.24938828,70.88023794
0x2f2B6FcD1050eF4f406f314897D08dF1c327DAb6,65803.39039,63.50014991,0,0,63.50014991
0xF0Bc763e0A6AF4784a36fa102220FF60eC651f9e,33008.39653,31.85304155,25,29.91988738,61.77292893
0x07A009e9E98649Bff954cf3032ceB3E21E020f49,1151.717637,1.111405387,48,57.44618377,58.55758916
0x62C239F8f0999De6BBee0704bc888bE30A248C0A,60214.52582,58.10690595,0,0,58.10690595
0xe5465CEd137EcF8c80bBf7A1e2f2bf457a12A466,49182.80804,47.4613187,7,8.377568467,55.83888717
0xa33Aa58FD2795eA89a84C19CACDad50915194980,198.0693838,0.191136589,46,55.05259278,55.24372937
0x79bF225FBfd40f78B1878A6d1EeC1Bb03dF92AeB,0,0,44,52.65900179,52.65900179
0xf2B9ec5724dC97362A53907c0b4cc0AA72369e63,43078.42813,41.57060339,9,10.77115946,52.34176285
0xCd8Eddd0A27047D53D65f23D483A8A169D54526B,43007.7739,41.50242219,9,10.77115946,52.27358165
0x0Bb75bEf057da63a0ae4B25fe9aDaFd35cd92B87,126.7815712,0.122343982,43,51.4622063,51.58455028
