vGHST,,,,,,Gotchis,,,,,,,,,
,,,,,,,,,,,,,,,
Wallet,Balance,Percentage,VLT earned,,,Tokenid,Wallet,,Unique wallets,Quant,percentage,VLT,,,
0x49D2ee9822027E4596F9ccA57c1b52285b1e938D,267.806860685,0.00020325,0.950370482,,,19983,0xF815a566E42b0D8ddD5D77f91409A7d9CeB10B92,,0x4DDcDC7404233772A8887fA89bfB4ae41B47a087,2,0.000884956,4.137946903,,,
0x8728a49fE293A20345826493D9a82Bc9CF1953af,269.093289271,0.000204226,0.954935652,,,5651,0x6b6f5e6a8167d72ac8951aC89E9d490A63912945,,0x15aE010DffeC19729A410B82d51337B385a96b95,3,0.001327434,6.206920354,,,
0xAE35f25d082B33db3d3A8d37f41E12fF2f979071,274.291676698,0.000208171,0.973383253,,,2481,0x6b6f5e6a8167d72ac8951aC89E9d490A63912945,,0xBB6182A3De745892Dd68F50F3EBc890Ba4719de1,1,0.000442478,2.068973451,,,
0xa1BbD8D39eD536DEa030A32F3F6C5916C845A800,276.983311474,0.000210214,0.9829351,,,2478,0x6b6f5e6a8167d72ac8951aC89E9d490A63912945,,0xc7a00B2635339d1C4EB7A22AC73f53b7a9bD0613,3,0.001327434,6.206920354,,,
0xA4EAa59ea27a22D5e1B5D0a048991634dE3ba14e,278.126910472,0.000211082,0.986993408,,,1090,0x6b6f5e6a8167d72ac8951aC89E9d490A63912945,,0x71ce9Ac68B6E90D6847e040cd199F9d6A44828e5,1,0.000442478,2.068973451,,,
0xE7dcF2B7bb30C638c67c3C2A6f3bb18335570B92,278.486943122,0.000211355,0.988271062,,,5649,0x6b6f5e6a8167d72ac8951aC89E9d490A63912945,,0xd6715f048B7812F6fcFd04a84CcE9F391968e705,2,0.000884956,4.137946903,,,
0xdE312Cc0910EB6b6a30e9Ee0c9C4A08c40CD2265,279.122914421,0.000211838,0.990527943,,,24960,0xF815a566E42b0D8ddD5D77f91409A7d9CeB10B92,,0x505d867c40931Bf56393F23CFA766fff8FA406e3,2,0.000884956,4.137946903,,,
0x9720bB804ACA0a01BFF95AF749B34eCA59eD5fb4,279.123540678,0.000211838,0.990530165,,,24544,0xF815a566E42b0D8ddD5D77f91409A7d9CeB10B92,,0x1d4ddCB0E96d99f417919Bc9c94b8348Dc837A32,8,0.003539823,16.55178761,,,
0x507F0F88f638AA8a9b26a954A1e0aB680F663D4a,280.829790873,0.000213133,0.996585163,,,12924,0xF815a566E42b0D8ddD5D77f91409A7d9CeB10B92,,0x9F533Eec49dc2DBbf495F1cD687c2536d424bE07,2,0.000884956,4.137946903,,,
0x518a8463FFFf4435431d889E507Fa1a9E1c34502,285.124095844,0.000216392,1.011824431,,,23738,0xF815a566E42b0D8ddD5D77f91409A7d9CeB10B92,,0x5dA5F4c020f856aBdB168fd35c957D6006ba2edE,2,0.000884956,4.137946903,,,
0xb7b1Cc940Cc88640089028d4910De22E39e6D117,290.604645265,0.000220552,1.031273345,,,15471,0xF815a566E42b0D8ddD5D77f91409A7d9CeB10B92,,0x3FA9db8d720679E8e5213f6C5D88faB766058e20,2,0.000884956,4.137946903,,,
0x262336fd3Eda533826Aa4c92C9f23563f9F90693,299.074682914,0.00022698,1.061331102,,,24553,0xF815a566E42b0D8ddD5D77f91409A7d9CeB10B92,,0x50f461F471e7dCe973e27f0e319eBe868135D764,7,0.003097345,14.48281416,,,
0x4D64152d23260F399af956c6A777740Cfc263d1C,299.180799027,0.000227061,1.061707678,,,20735,0xF815a566E42b0D8ddD5D77f91409A7d9CeB10B92,,0x2c123fc5C27888571CD525e8ae9b0c5ff848386D,47,0.02079646,97.24175221,,,
0x0b6bF854CB7c816518a96317893e43AB219BD365,299.461320834,0.000227273,1.062703171,,,22791,0xF815a566E42b0D8ddD5D77f91409A7d9CeB10B92,,0x4E8ffddB1403CF5306C6c7B31dC72EF5f44BC4F5,1,0.000442478,2.068973451,,,
0x002d2715b179d0DB3e17cC28317A98F2F65E6884,299.549601931,0.00022734,1.063016455,,,15835,0xF815a566E42b0D8ddD5D77f91409A7d9CeB10B92,,0x7909759B82EB27aB3Cc886C5f3fCE3A72a565b39,2,0.000884956,4.137946903,,,
0xc0893fA01108f50fa2A04e2ccEE815376EC56233,309.587870900,0.000234959,1.098639421,,,23461,0xF815a566E42b0D8ddD5D77f91409A7d9CeB10B92,,0x6877FdEAC0d0D5d61B4cA3BBd42501a2fF02c144,1,0.000442478,2.068973451,,,
0x4F979e912D035d9AD0AbDF8c17E5B7a5a180762b,309.911768630,0.000235205,1.099788842,,,15214,0xF815a566E42b0D8ddD5D77f91409A7d9CeB10B92,,0x995b14DAdC423C93C816D3A96d392A0a3F203304,2,0.000884956,4.137946903,,,
0x3DD1B656fcC459Cc4CF203b53AAAbF8C85181f1d,314.356686287,0.000238578,1.115562592,,,17092,0xF815a566E42b0D8ddD5D77f91409A7d9CeB10B92,,0x518a8463FFFf4435431d889E507Fa1a9E1c34502,2,0.000884956,4.137946903,,,
0x47dC446E56D14C5a51fB7cFf0abA7E5433754Be8,319.531312028,0.000242505,1.133925869,,,21662,0xF815a566E42b0D8ddD5D77f91409A7d9CeB10B92,,0x6794BDa8e07FAA690d6924B259992Ed354aeC9Bb,7,0.003097345,14.48281416,,,
0xb19BC46C52A1352A071fe2389503B6FE1ABD50Ff,330.490470123,0.000250823,1.172816808,,,19895,0xF815a566E42b0D8ddD5D77f91409A7d9CeB10B92,,0xa275d3995032B468898c6AA80E132a307ac086D7,2,0.000884956,4.137946903,,,
0xCBf382B27fd7Ef5729EA350a68E44b83e89756f7,332.703553678,0.000252502,1.180670413,,,20367,0xF815a566E42b0D8ddD5D77f91409A7d9CeB10B92,,0x4a39beD3F97ac8e4774b7407dE7090E7A1050A69,23,0.010176991,47.58638938,,,
0xDF001929353D47Be8B50D84206910fAD4C64429f,369.307901166,0.000280283,1.310568845,,,23685,0xF815a566E42b0D8ddD5D77f91409A7d9CeB10B92,,0x7Ac90F34185a32Bcd8fD74c20d54fb540d76eA07,1,0.000442478,2.068973451,,,
0x31F10E898CA5432c95e287e671BC1EFef8Ce5362,374.529528679,0.000284246,1.329098918,,,10539,0xF815a566E42b0D8ddD5D77f91409A7d9CeB10B92,,0xb76951378Af8c5eBc1c93D0A41Cc902ed19E729a,1,0.000442478,2.068973451,,,
0x9F533Eec49dc2DBbf495F1cD687c2536d424bE07,382.484823673,0.000290283,1.357330001,,,19412,0xF815a566E42b0D8ddD5D77f91409A7d9CeB10B92,,0xa5f695d845Fee3aca1932Bee84f34A2485603b02,1,0.000442478,2.068973451,,,
0xD15eF7Db60B1bbf54D0C9c56496f118adD9Ed02b,386.798317306,0.000293557,1.372637364,,,23343,0xF815a566E42b0D8ddD5D77f91409A7d9CeB10B92,,0x6021DB23296793f8D1e9CdF710b29356DAD1f4A5,110,0.048672566,227.5870796,,,
0x968Fea58d680060ca1C547884eE40a02a8B53c23,388.447374237,0.000294809,1.378489399,,,13703,0xF815a566E42b0D8ddD5D77f91409A7d9CeB10B92,,0x90B90ed0266711066e3ca74A3C89582ea53De0E9,1,0.000442478,2.068973451,,,
0x29A4a663C6B44e4a9B49A429ef09bf3eD3FBF9f3,393.862751973,0.000298919,1.397707037,,,22966,0xF815a566E42b0D8ddD5D77f91409A7d9CeB10B92,,0xb74125Df13CB9194D93d8b62e0DB30352f2B8001,1,0.000442478,2.068973451,,,
0x3d2B23962EBCc882f9f65452658BBBa9Fa72d170,408.716965209,0.000310192,1.45042042,,,21391,0xF815a566E42b0D8ddD5D77f91409A7d9CeB10B92,,0x937Df4e3d6dB229A10ff0098ab3A1bCC40C33ea4,4,0.001769912,8.275893805,,,
0xFCEE120094854fBfdc98cE8a80b8057BDEb928a7,416.805873710,0.000316331,1.479125659,,,22490,0xF815a566E42b0D8ddD5D77f91409A7d9CeB10B92,,0x64eD2D64912e45d004a64b0f9F3D759533C395e8,3,0.001327434,6.206920354,,,
0x28B9667e89e8340b8cFacb35F85D18E2C81006D7,417.354199650,0.000316747,1.481071512,,,24621,0xF815a566E42b0D8ddD5D77f91409A7d9CeB10B92,,0x7bf4d5E579a26dd09F1ddDB2391566e7BA575B5B,5,0.002212389,10.34486726,,,
0xfa4a45D755eA1c2b72Dd581b3E05dde3bFc13fad,449.175587367,0.000340898,1.593996579,,,21344,0xF815a566E42b0D8ddD5D77f91409A7d9CeB10B92,,0xF8F94C0733A28919dCFA6C52668C688234359D88,3,0.001327434,6.206920354,,,
0xC81f4eF4Fbb4Fb8E7b92c99bb20E8AfD5D32D50F,454.571449620,0.000344993,1.613144961,,,16567,0xF815a566E42b0D8ddD5D77f91409A7d9CeB10B92,,0xaA99157856D8785C3A0BAB85F070766554A1d882,2,0.000884956,4.137946903,,,
0xb4D502361a3c6f823EEb9A99Af09E110382206ee,459.000520559,0.000348354,1.628862476,,,24253,0xF815a566E42b0D8ddD5D77f91409A7d9CeB10B92,,0x1CBd483CDa3AeADCC668be6e1252B01Bf3824411,2,0.000884956,4.137946903,,,
0xaE8e6Cd806Ab8C593984ba275b4a2e45b27986eB,465.258619005,0.000353104,1.65107069,,,19624,0xF815a566E42b0D8ddD5D77f91409A7d9CeB10B92,,0x581dE43B0273915f61D015E394D2C6aF1F9ce8E6,2,0.000884956,4.137946903,,,
0x77f07Ab7B444C7C9FCfAfc76c053A810cD6203CB,476.122437582,0.000361349,1.689623296,,,20397,0xF815a566E42b0D8ddD5D77f91409A7d9CeB10B92,,0xdE6b1d60b5c5c0C8a41C8c3241C56E8754D5Ca65,5,0.002212389,10.34486726,,,
0xDbD7744f7dEfBcFFC0A327aE289Ad6345861C467,479.813685428,0.00036415,1.702722486,,,11835,0xF815a566E42b0D8ddD5D77f91409A7d9CeB10B92,,0x3BaC1185Ce631D2AfF051C4894BeAf4071be1993,1,0.000442478,2.068973451,,,
0xAb2e11C99D8830D5d9B2494A565c974595e39eef,488.507592234,0.000370748,1.733574692,,,24711,0x5D5CC66fc2f3829c399E47F7B71A5be4918a8851,,0xBB5B9e70345e2679c73373758694ecE96C550612,1,0.000442478,2.068973451,,,
0xf5Fe364D18F4a5A53BADCe9a046ba74cfC97f6Fb,496.163252160,0.000376559,1.760742455,,,18693,0x79bF225FBfd40f78B1878A6d1EeC1Bb03dF92AeB,,0xe5465CEd137EcF8c80bBf7A1e2f2bf457a12A466,9,0.003982301,18.62076106,,,
0x04E60C358Da4d51DB8c7be369B94039Af465AdFf,497.577703205,0.000377632,1.76576194,,,11009,0x79bF225FBfd40f78B1878A6d1EeC1Bb03dF92AeB,,0x60A6d0d70046BaD24C50D93Db91218987C265D86,1,0.000442478,2.068973451,,,
0x481A2be12532D5CD1295239557168d01C5d09708,498.039798688,0.000377983,1.767401786,,,19601,0x79bF225FBfd40f78B1878A6d1EeC1Bb03dF92AeB,,0x7dA08FBa7A69c67c0D06fD433aF0C53F9c75CeE8,1,0.000442478,2.068973451,,,
0x7a1979A89c39E64b4c2dc6fd87f4f719Ae96a0ec,507.966750908,0.000385517,1.802629719,,,14321,0xC17f20335080cD0b7283e042C89F16605f3A085f,,0x25955561740Ee18502B1A329a664C2Cd77B23e48,1,0.000442478,2.068973451,,,
0x1B3c00A967aA935100342eCdf38198E21De1a1CF,519.154414494,0.000394007,1.84233156,,,17662,0xbb899870561D48e823DdfACFFa201dc20214a530,,0x402C2A801aFbB6641c19FD0FC8fe6282D53D137F,3,0.001327434,6.206920354,,,
0xd362054D9703dE62c985222f40DD8b6b3Ce2D8DE,542.839359726,0.000411983,1.926382703,,,21762,0xe78bCB254E84231164b8845aC5D01E55541C8aB5,,0xC44F63485Ed5A23FbEEaE300adCA6a08A506aEF1,2,0.000884956,4.137946903,,,
0xA5ba6Ae9CDF56761be100a33DE63363660ef744A,546.601000756,0.000414838,1.939731699,,,15102,0x2F1eA6322C976925F5121674196a364c05A2Eec9,,0xaA983Fe498c300094B708c3B48deDE9bd91A0183,2,0.000884956,4.137946903,,,
0xc19feA1B78A7E21E77B3160C10e69A3869A7b75A,549.822368953,0.000417283,1.951163419,,,18097,0x77f07Ab7B444C7C9FCfAfc76c053A810cD6203CB,,0xE29555e804e414E295E2A059Fc49d002EC18F268,56,0.024778761,115.8625133,,,
0x9702235d4999201f3Ab13226232942593E84B576,612.562787321,0.000464899,2.173811344,,,3288,0xCeeC48581B3145a575508719f45da07dc57fA7ce,,0xDA9890c4d573fe27f79C0665ae7E740c6a11412F,2,0.000884956,4.137946903,,,
0x750B482C447700D5E17c0b8e6178a54e3769eCE3,613.599290008,0.000465686,2.177489598,,,957,0xCeeC48581B3145a575508719f45da07dc57fA7ce,,0x22CAb81E0FEe2bad5b015DbBEB6A374A1B8738de,4,0.001769912,8.275893805,,,
0xCeeC48581B3145a575508719f45da07dc57fA7ce,617.490370364,0.000468639,2.191297936,,,343,0xCeeC48581B3145a575508719f45da07dc57fA7ce,,0x41Ade9A5803B4676917411Dbb439D357965dBf46,2,0.000884956,4.137946903,,,
0xe5Ae5AAc9A19Ec43aBdd161e95640A1cc12aE348,620.542652828,0.000470955,2.20212962,,,2822,0xCeeC48581B3145a575508719f45da07dc57fA7ce,,0x33Caf1E780FC8a92247F42A220cAEAFdE3B5D553,4,0.001769912,8.275893805,,,
0x4Cd3210Ce0E7AEF75eCFf5475B75034dc328B1d4,639.853076123,0.000485611,2.270656827,,,2296,0xCeeC48581B3145a575508719f45da07dc57fA7ce,,0x3F7C10cBbb1EA1046a80B738b9Eaf3217410c7F6,5,0.002212389,10.34486726,,,
0x90B90ed0266711066e3ca74A3C89582ea53De0E9,646.355155197,0.000490545,2.293730859,,,339,0xCeeC48581B3145a575508719f45da07dc57fA7ce,,0xf5Fe364D18F4a5A53BADCe9a046ba74cfC97f6Fb,1,0.000442478,2.068973451,,,
0xc87e3788764823CEDdD132CA2E697767de5ed4de,658.575445602,0.00049982,2.337097199,,,342,0xCeeC48581B3145a575508719f45da07dc57fA7ce,,0x99F6d5197004FFe49e7b3C627EAd81CDc3A74283,8,0.003539823,16.55178761,,,
0xF0Bc763e0A6AF4784a36fa102220FF60eC651f9e,688.446934855,0.00052249,2.44310263,,,4957,0xCeeC48581B3145a575508719f45da07dc57fA7ce,,0x507F0F88f638AA8a9b26a954A1e0aB680F663D4a,1,0.000442478,2.068973451,,,
0xbD538A24BeE43033aDFD4EEee99003eFa31c31bc,694.596808300,0.000527158,2.464926784,,,958,0xCeeC48581B3145a575508719f45da07dc57fA7ce,,0xae5b56ca47E84b6c749E0454680C4161B9DA9790,7,0.003097345,14.48281416,,,
0x3172aee5e0B47bB23e87db93327F58E06e6A73B6,705.186884389,0.000535195,2.502507956,,,4956,0xCeeC48581B3145a575508719f45da07dc57fA7ce,,0xa865fF51D15dcAc4973F73E13A8656ac3E748720,1,0.000442478,2.068973451,,,
0x0327d97fE559fb16B3C63D90927487186219283E,718.573761865,0.000545355,2.550014182,,,16569,0x3e05FC835a92fa1AD481C623d1F5097BFd55Bb18,,0x92CB71850Aa43263EBaAa1E0ED3E78Cb984915Ff,1,0.000442478,2.068973451,,,
0xdeba9a360C9da03e5Fb30D617b6d28426E3c7Fc6,730.634091553,0.000554508,2.592812866,,,340,0xCeeC48581B3145a575508719f45da07dc57fA7ce,,0xbfD82bD44b3DF57B26e29770D0c8f1690f1c49F1,2,0.000884956,4.137946903,,,
0xEd71d7586839Db87Ee8D48454969AB8609f24136,753.743481842,0.000572047,2.674821529,,,2298,0xCeeC48581B3145a575508719f45da07dc57fA7ce,,0x48AacA81C945e1E84da4d662E0De579522BEF4C6,1,0.000442478,2.068973451,,,
0x9f32B5A3A6A21dF1671c74372F18415CB3FCaca2,771.539128036,0.000585552,2.737973222,,,4954,0xCeeC48581B3145a575508719f45da07dc57fA7ce,,0x60c4ae0EE854a20eA7796a9678090767679B30FC,145,0.064159292,300.0011504,,,
0x934dff4d5e1a5138D9863F38ab959b07046Dba45,787.566875140,0.000597717,2.794851145,,,346,0xCeeC48581B3145a575508719f45da07dc57fA7ce,,0x2c628914A9C4809C4A6AaBff889851444F64e457,1,0.000442478,2.068973451,,,
0x11f11DAFde2eD523CD935184dd28876cE52F1652,879.261869924,0.000667308,3.120250637,,,348,0xCeeC48581B3145a575508719f45da07dc57fA7ce,,0x4177a5c0E2369F6830A4c3825aFc8fB3Dd47790D,8,0.003539823,16.55178761,,,
0xD8d462958Fe3194cAbb95d502F1Ad7ddcF7E0558,886.503383150,0.000672804,3.14594871,,,955,0xCeeC48581B3145a575508719f45da07dc57fA7ce,,0x48E20Aa71bB52d7d17d93A868234510702F15603,1,0.000442478,2.068973451,,,
0xca247f64eD79B76B2555971B9Eea802C68D1dB2B,935.870700463,0.00071027,3.321139297,,,349,0xCeeC48581B3145a575508719f45da07dc57fA7ce,,0xCBE12068CaB7A49BB9C9746a734dE7A11211A3B1,4,0.001769912,8.275893805,,,
0x76b4D57A195eD129b28d1e320eD53655EF4750f3,976.443461295,0.000741063,3.465120502,,,4087,0xCeeC48581B3145a575508719f45da07dc57fA7ce,,0x60eD33735C9C29ec2c26B8eC734e36D5B6fa1EAB,171,0.075663717,353.7944602,,,
0x2b95890732184B1017cF61cd92B0e42CB8b3CA17,992.311068413,0.000753105,3.521430132,,,2299,0xCeeC48581B3145a575508719f45da07dc57fA7ce,,0x49e37446d862D0E29934aAF51Cdb128f9c9cA4bA,3,0.001327434,6.206920354,,,
0x795f50722Cf5ad82F78Dda8dC8F7B235332977C3,992.325506892,0.000753116,3.52148137,,,2297,0xCeeC48581B3145a575508719f45da07dc57fA7ce,,0xf2B9ec5724dC97362A53907c0b4cc0AA72369e63,9,0.003982301,18.62076106,,,
0xB698be40b6fF59CecDC5472BCc6ba5dC8C087786,992.990859986,0.000753621,3.523842519,,,2823,0xCeeC48581B3145a575508719f45da07dc57fA7ce,,,,,,,,
0xf041e368e33d7f28dec1918D52D691C383f42e2d,996.088945876,0.000755973,3.534836746,,,4958,0xCeeC48581B3145a575508719f45da07dc57fA7ce,,Total:,2260,1,,,,
0xFaca00C761491e853f9336F378D903D87b77B68d,996.927590402,0.000756609,3.537812858,,,959,0xCeeC48581B3145a575508719f45da07dc57fA7ce,,,,,,,,
0x2D5f86cd294cA6c92189340EaEFf41fc63Dc66EF,996.957575398,0.000756632,3.537919266,,,344,0xCeeC48581B3145a575508719f45da07dc57fA7ce,,,,,,,,
0xb1F56a37738C16D150C9Aaa5441f056e65f4fBD6,997.561179909,0.00075709,3.540061287,,,347,0xCeeC48581B3145a575508719f45da07dc57fA7ce,,,,,,,,
0xa8bd174385B14F880F8b7F06894Cc1bF265Db32e,998.095479938,0.000757495,3.541957366,,,3287,0xCeeC48581B3145a575508719f45da07dc57fA7ce,,,,,,,,
0x0604E36672dcC192c4880Dfc7FE8B39Ac8E3542a,1000.000000000,0.000758941,3.548715967,,,4086,0xCeeC48581B3145a575508719f45da07dc57fA7ce,,,,,,,,
0xBb46A8ee4315a37C56AEcE45783045722dFD72a7,1001.994589814,0.000760455,3.555794199,,,350,0xCeeC48581B3145a575508719f45da07dc57fA7ce,,,,,,,,
0x13cb2A37ce9B30F1bA27f527347dc636E33272d7,1010.192252977,0.000766676,3.584885377,,,3289,0xCeeC48581B3145a575508719f45da07dc57fA7ce,,,,,,,,
0x2717C5753df40110905921D77A64c921E1467221,1027.908154509,0.000780121,3.64775408,,,3286,0xCeeC48581B3145a575508719f45da07dc57fA7ce,,,,,,,,
0x6794BDa8e07FAA690d6924B259992Ed354aeC9Bb,1037.777093050,0.000787611,3.68277614,,,4084,0xCeeC48581B3145a575508719f45da07dc57fA7ce,,,,,,,,
0xdd3Fb1acB6d176852e70aA736E9Ef11Ec6D2B251,1066.057777374,0.000809075,3.783136256,,,2821,0xCeeC48581B3145a575508719f45da07dc57fA7ce,,,,,,,,
0xbb899870561D48e823DdfACFFa201dc20214a530,1088.242837121,0.000825912,3.861864732,,,4955,0xCeeC48581B3145a575508719f45da07dc57fA7ce,,,,,,,,
0x3A631b481a1B225e32D20C28BB531587e9F32dA0,1099.295736130,0.0008343,3.901088331,,,10963,0xb1F56a37738C16D150C9Aaa5441f056e65f4fBD6,,,,,,,,
0xC44F63485Ed5A23FbEEaE300adCA6a08A506aEF1,1100.079544293,0.000834895,3.903869843,,,20393,0x79bF225FBfd40f78B1878A6d1EeC1Bb03dF92AeB,,,,,,,,
0x25955561740Ee18502B1A329a664C2Cd77B23e48,1131.325335736,0.000858609,4.014752282,,,15935,0x79bF225FBfd40f78B1878A6d1EeC1Bb03dF92AeB,,,,,,,,
0x7af4922fc22037D573e889201bE7C38E42f22220,1161.647457742,0.000881622,4.122356881,,,16572,0x79bF225FBfd40f78B1878A6d1EeC1Bb03dF92AeB,,,,,,,,
0xC17f20335080cD0b7283e042C89F16605f3A085f,1188.686281750,0.000902142,4.218309987,,,8795,0x79bF225FBfd40f78B1878A6d1EeC1Bb03dF92AeB,,,,,,,,
0x6877FdEAC0d0D5d61B4cA3BBd42501a2fF02c144,1189.354682229,0.00090265,4.220681951,,,11318,0x79bF225FBfd40f78B1878A6d1EeC1Bb03dF92AeB,,,,,,,,
0xbbA31530Cd8e112be845da468B72fbbFE739387A,1215.960101891,0.000922842,4.315097028,,,21813,0xa8bd174385B14F880F8b7F06894Cc1bF265Db32e,,,,,,,,
0x4958CE329Ed1Eb97e02c59cB847c692941081219,1290.109031786,0.000979116,4.57823052,,,5137,0xa8bd174385B14F880F8b7F06894Cc1bF265Db32e,,,,,,,,
0xaa1158b6bf42C03cA787F71A2f0CbEfBaf98Bb86,1373.780251907,0.001042618,4.875155914,,,20125,0xc928499a080594C8854D1A46DCAe5E862acC5d08,,,,,,,,
0xc976895017c81Ac926478C26c347BBEd202d0508,1414.863871508,0.001073798,5.020950011,,,18863,0x79bF225FBfd40f78B1878A6d1EeC1Bb03dF92AeB,,,,,,,,
0xC61b244fA2B83eFe9EF91dA7390CA5FC1cbb35B1,1435.313956539,0.001089318,5.093521555,,,23406,0x79bF225FBfd40f78B1878A6d1EeC1Bb03dF92AeB,,,,,,,,
0x157DD18CF70815dF7c25948ced9760aA61f6DF17,1545.730849394,0.001173118,5.485359745,,,23628,0xc9c026d92314aaA032cf493DB1058B143DBf9AFF,,,,,,,,
0x3F6459642Af95688BF01e34d73Bd34FD121e47b2,1590.548760750,0.001207132,5.644405783,,,11007,0xb1F56a37738C16D150C9Aaa5441f056e65f4fBD6,,,,,,,,
0x1d4ddCB0E96d99f417919Bc9c94b8348Dc837A32,1602.696151589,0.001216351,5.687513423,,,12401,0x25612e8bd7683De22dA45D717D0493B0e96424b4,,,,,,,,
0x7fBD1E4C9449C2443E0AD17537d77645bd23cC21,1628.592660153,0.001236005,5.779412776,,,18052,0xcBeF46a7Cbe1f46a94ab77501EAa32596Ab3c538,,,,,,,,
0xC83d2035094E05D7a83BeA5f92480aBB3577228B,1691.021596133,0.001283385,6.000955338,,,14676,0xF18da6a854c715e2a6Cc74C3f12c9c2417ee3312,,,,,,,,
0x579ea3F1e0617Aa237E36C0501822b55bE8D84ED,1696.281969690,0.001287378,6.01962291,,,514,0x6fcf9D80e2b597F4B3FA764b5626F573a9Fc93D3,,,,,,,,
0xba96a2ba89eA249148ee599d2BBcD669DE94d4B6,1820.853503799,0.00138192,6.461691902,,,6709,0x6fcf9D80e2b597F4B3FA764b5626F573a9Fc93D3,,,,,,,,
0x0998460853aBFa4D8ef6F2591AabeAE4D060Fb93,1843.845698232,0.00139937,6.543284669,,,19483,0xEd71d7586839Db87Ee8D48454969AB8609f24136,,,,,,,,
0x868CE7eF95E86a6D00E1c7876FfbD01dc5B719ad,1952.296630528,0.001481678,6.928146224,,,499,0x4958CE329Ed1Eb97e02c59cB847c692941081219,,,,,,,,
0x70C9666B338795DdAb8f4bd67F580B1D9234b8Dc,1996.588271967,0.001515292,7.085324679,,,14541,0x0030B9F1925408D79be83C7cecfffdbACb638e9B,,,,,,,,
0x10dF55eE5D2977F952f3f264b9e8218D699b36b1,2124.176606208,0.001612124,7.538099438,,,8756,0x6fcf9D80e2b597F4B3FA764b5626F573a9Fc93D3,,,,,,,,
0xa275d3995032B468898c6AA80E132a307ac086D7,2126.748801279,0.001614076,7.547227428,,,19424,0x472d7E705f3baa44f82bFF5B397330015d810828,,,,,,,,
0x9b328488a8f0fa20628bb959769F0BA78de06466,2154.470928792,0.001635116,7.645605384,,,15109,0x472d7E705f3baa44f82bFF5B397330015d810828,,,,,,,,
0x41Ade9A5803B4676917411Dbb439D357965dBf46,2156.333961442,0.00163653,7.652216758,,,18807,0x472d7E705f3baa44f82bFF5B397330015d810828,,,,,,,,
0x31849CbcD3Ab8835455296CCDf77AD78AF99196e,2194.896676673,0.001665797,7.789064881,,,11544,0xbbA31530Cd8e112be845da468B72fbbFE739387A,,,,,,,,
0xB27f6Df486ef5dEE2e3A4DC4f257DD63E5A5e371,2240.333264972,0.00170028,7.950306428,,,6455,0xbbA31530Cd8e112be845da468B72fbbFE739387A,,,,,,,,
0x6Ca0D65fe5c8700a5cc7A2C3bfE801111A1dEd1a,2434.573526078,0.001847697,8.639609944,,,4788,0xbbA31530Cd8e112be845da468B72fbbFE739387A,,,,,,,,
0x575C13C07b054438a513f4968605c021856f63F8,2461.509122051,0.00186814,8.735196723,,,10741,0xbbA31530Cd8e112be845da468B72fbbFE739387A,,,,,,,,
0x3787Eea0767fE73d272aD543651Ada3F4dad8279,2488.432754013,0.001888573,8.830741046,,,14097,0xbbA31530Cd8e112be845da468B72fbbFE739387A,,,,,,,,
0xE7793581460b2c5C088Ae0D6465DB6fCD33F3E43,2649.944975734,0.002011151,9.403902046,,,24827,0x3172aee5e0B47bB23e87db93327F58E06e6A73B6,,,,,,,,
0x708800fBf7a7e8E65B1D8BBF651c5c32019e7325,2658.673922548,0.002017776,9.434878599,,,4592,0x3172aee5e0B47bB23e87db93327F58E06e6A73B6,,,,,,,,
0xeFF1C603739cc71025C23B49C4D661E6b3DF8184,2794.561580382,0.002120907,9.9171053,,,18961,0x1dce25415D54E6bc694aaFa6cd5e650d28Bb786A,,,,,,,,
0x97495531A4073953c39e61a09Cc5B4eD69Da1F2B,2834.928529259,0.002151543,10.06035614,,,15889,0x1dce25415D54E6bc694aaFa6cd5e650d28Bb786A,,,,,,,,
0x628cC4601166a44e5378717790c8Da50de0cce9B,2927.641728004,0.002221907,10.38936894,,,18039,0x628cC4601166a44e5378717790c8Da50de0cce9B,,,,,,,,
0xca4aD39F872E89Ef23eABd5716363Fc22513E147,2976.986084148,0.002259356,10.56447805,,,16589,0x628cC4601166a44e5378717790c8Da50de0cce9B,,,,,,,,
0x581dE43B0273915f61D015E394D2C6aF1F9ce8E6,2988.318700221,0.002267957,10.60469428,,,13410,0x628cC4601166a44e5378717790c8Da50de0cce9B,,,,,,,,
0x6fcf9D80e2b597F4B3FA764b5626F573a9Fc93D3,3053.117596647,0.002317135,10.83464716,,,6511,0x7b3012531aaEd7b48bc9BfbC1cd7E7f20B1BB5b8,,,,,,,,
0x4E8ffddB1403CF5306C6c7B31dC72EF5f44BC4F5,3677.771028279,0.00279121,13.05136477,,,22146,0x79bF225FBfd40f78B1878A6d1EeC1Bb03dF92AeB,,,,,,,,
0xaB9786A5e330B50e44579132b8A3Cf7C1c3A9517,3980.816555486,0.003021204,14.12678727,,,13015,0x7b3012531aaEd7b48bc9BfbC1cd7E7f20B1BB5b8,,,,,,,,
0xA0cD89ebDD3c422925696Bb1baefb6c3eD21D8F1,4073.515109887,0.003091557,14.45574811,,,21393,0x79bF225FBfd40f78B1878A6d1EeC1Bb03dF92AeB,,,,,,,,
0xc928499a080594C8854D1A46DCAe5E862acC5d08,4338.395073535,0.003292585,15.39573187,,,19905,0x7b3012531aaEd7b48bc9BfbC1cd7E7f20B1BB5b8,,,,,,,,
