vGHST,,,,,,Gotchis,,,,,,,,,
,,,,,,,,,,,,,,,
Wallet,Balance,Percentage,VLT earned,,,Tokenid,Wallet,,Unique wallets,Quant,percentage,VLT,,,
0xFfF6b41a29881fC97bD6E8778529B1E37597d94a,12.858341276,9.75872E-06,0.045630601,,,9677,0x02AEe0CE756fa0157294Ff3Ff48c1Dd02ADCCF04,,0x628cC4601166a44e5378717790c8Da50de0cce9B,3,0.001327434,6.206920354,,,
0x49e37446d862D0E29934aAF51Cdb128f9c9cA4bA,14.884682854,1.12966E-05,0.052821512,,,19269,0x02AEe0CE756fa0157294Ff3Ff48c1Dd02ADCCF04,,0x7b3012531aaEd7b48bc9BfbC1cd7E7f20B1BB5b8,40,0.017699115,82.75893805,,,
0xCd8Eddd0A27047D53D65f23D483A8A169D54526B,14.953885678,1.13491E-05,0.053067093,,,18664,0x02AEe0CE756fa0157294Ff3Ff48c1Dd02ADCCF04,,0xd07f70Dd326A34a00961139458d86c6A30FcdCA5,16,0.007079646,33.10357522,,,
0xF5647bEaBA520C2BD06eD77212E22aF093FE70E3,18.900528875,1.43444E-05,0.067072609,,,9658,0x02AEe0CE756fa0157294Ff3Ff48c1Dd02ADCCF04,,0xadC045001169071580ad97aF8cF5efB7f235A719,3,0.001327434,6.206920354,,,
0x006be8Ae03459bCd73DaEDA911dE34Bc98F387A5,18.904668559,1.43475E-05,0.067087299,,,18518,0x02AEe0CE756fa0157294Ff3Ff48c1Dd02ADCCF04,,0x7E4724C60718A9F87CE51bcF8812Bf90D0b7B9Db,1,0.000442478,2.068973451,,,
0xE4E98E007e5A4A5a73a4BA2254efEaaE131CbC04,18.946211175,1.43791E-05,0.067234722,,,12269,0x02AEe0CE756fa0157294Ff3Ff48c1Dd02ADCCF04,,0xAE35f25d082B33db3d3A8d37f41E12fF2f979071,1,0.000442478,2.068973451,,,
0xB8aaFBE4999Ca1057e26DcF7B1470070c3101ba5,19.921504690,1.51192E-05,0.070695762,,,13073,0x02AEe0CE756fa0157294Ff3Ff48c1Dd02ADCCF04,,0xC76b85Cd226518DAF2027081dEfF2Eac4Cc91a00,17,0.007522124,35.17254867,,,
0x5039E2936ec2a588CaD92E4EDCf41a1D3a443186,19.937300440,1.51312E-05,0.070751816,,,20237,0x02AEe0CE756fa0157294Ff3Ff48c1Dd02ADCCF04,,0xE9bb842F4535fB16aeFd984C4C06e97E55a50318,2,0.000884956,4.137946903,,,
0x37fD5Ad757C529a88F144d9D5F72dF8AE3083049,19.937998416,1.51318E-05,0.070754293,,,9674,0x02AEe0CE756fa0157294Ff3Ff48c1Dd02ADCCF04,,0x2717C5753df40110905921D77A64c921E1467221,2,0.000884956,4.137946903,,,
0x2848b9f2D4FaEBaA4838c41071684c70688B455d,19.988968560,1.51704E-05,0.070935172,,,3364,0x02AEe0CE756fa0157294Ff3Ff48c1Dd02ADCCF04,,0xe73C22aFA04271bd351eD38981F364c2Bb4c978b,1,0.000442478,2.068973451,,,
0x6a7e0209AFAf36119F856c32E873c6E223dAC523,21.071036194,1.59917E-05,0.074775123,,,10974,0x02AEe0CE756fa0157294Ff3Ff48c1Dd02ADCCF04,,0x934dff4d5e1a5138D9863F38ab959b07046Dba45,8,0.003539823,16.55178761,,,
0x92CB71850Aa43263EBaAa1E0ED3E78Cb984915Ff,21.831000758,1.65684E-05,0.077472021,,,9655,0x02AEe0CE756fa0157294Ff3Ff48c1Dd02ADCCF04,,0xE2dE15659663F7024699E1e573C033e2EFD5bCb1,2,0.000884956,4.137946903,,,
0xed50Ae645CB182D97e9cd59c7E939a09d54E70Da,21.913835974,1.66313E-05,0.07776598,,,21947,0x02AEe0CE756fa0157294Ff3Ff48c1Dd02ADCCF04,,0x6B3bE6C88C8875168c694e57E62d1dE554Ee6902,6,0.002654867,12.41384071,,,
0x002E7eA05D6721A04cD36ab5E9f2c72338d7f7f3,22.909919427,1.73873E-05,0.081300797,,,18825,0x02AEe0CE756fa0157294Ff3Ff48c1Dd02ADCCF04,,0x9f32B5A3A6A21dF1671c74372F18415CB3FCaca2,1,0.000442478,2.068973451,,,
0x4F086538EA410fe7aD1fd369E586cf39DCCA024D,24.554258914,1.86352E-05,0.087136091,,,20851,0x02AEe0CE756fa0157294Ff3Ff48c1Dd02ADCCF04,,0x262336fd3Eda533826Aa4c92C9f23563f9F90693,3,0.001327434,6.206920354,,,
0xa4D8854dB6e5405eef75da8B401Da7D7c713787f,24.900926314,1.88983E-05,0.088366315,,,9661,0x02AEe0CE756fa0157294Ff3Ff48c1Dd02ADCCF04,,0x3A631b481a1B225e32D20C28BB531587e9F32dA0,1,0.000442478,2.068973451,,,
